conflicted,experiment,gold_hops,id,native_original_prefixes,ordinal,original_request_sha256,question_id,r,run,step,trajectory_length,native_n,margin,likelihood,replica_margin_difference,input_tokens,answer_n,official_score,exact_match,f1,fallback_n,complete,mask,order,condition,introduced_hops,parent_state,preview_slots,package_ids,action
False,state_answers,3,state-r2-q000-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-003/qwen-r2/native-s.request.json']",0,7c358aed3d6a93233b05b6edbf82d547854a23ee2170d54ddc40dede5fee9ee2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,3,13,2,4.750000141561031,0.9914225157901104,0.0,19116.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1""]","[""search""]"
False,state_answers,3,state-r2-q000-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-004/qwen-r2/native-s.request.json']",0,cfc84bb2ef82c9ec23b4f93b421d7738b1cc3b014c765fa7653a95e38e2af152,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,4,13,2,2.8749999180436134,0.9465966660571644,0.0,9278.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1""]","[""read""]"
False,state_answers,3,state-r2-q000-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-005/qwen-r2/native-s.request.json']",0,d96e6b6208fb0d759487b6567d05d619659dcdae49967bf5abf6ab2107577e3b,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,5,13,2,2.9374999906867743,0.9496693669573744,0.1249999292194843,14329.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-879a81ce4bb890141c60d24f""]","[""search""]"
False,state_answers,3,state-r2-q000-t006,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-006/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-006/qwen-r2/native-s.request.json']",0,37fa5f169d580d62e84422f148c910101cf7e27c52b5a181f4e3f0f2fc46ccbb,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,6,13,2,1.6249999552965164,0.8354835309589073,0.0,9537.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-879a81ce4bb890141c60d24f""]","[""read""]"
False,state_answers,3,state-r2-q000-t007,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-007/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-007/qwen-r2/native-s.request.json']",0,3a76ba13713f8d468283ba666b1ed5ffb3676b3cd1eda014fdbae996d52433f0,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,7,13,2,3.624999933876097,0.9740426411303548,-5.0291419029235846e-08,24632.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-879a81ce4bb890141c60d24f"",""m-3d125b0f0545f62e1d4dad28"",""m-b7d3a9321839d30b4fca32c4"",""m-cbdf6a8153fd22ff0242fee9""]","[""search""]"
False,state_answers,3,state-r2-q000-t008,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-008/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-008/qwen-r2/native-s.request.json']",0,da64500eac282dce11e666a19d070ad86066e0576f10937e01e4baccb1c10769,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,8,13,2,2.624999947845936,0.932453305575492,0.0,10292.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-879a81ce4bb890141c60d24f"",""m-3d125b0f0545f62e1d4dad28"",""m-b7d3a9321839d30b4fca32c4"",""m-cbdf6a8153fd22ff0242fee9""]","[""read""]"
False,state_answers,3,state-r2-q000-t009,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-009/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-009/qwen-r2/native-s.request.json']",0,3efbb2dc340641d09602d6f6519efcc3fa79196fa5177adc8c3584ae7267e717,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,9,13,2,2.8749999962747097,0.9465966700118572,0.0,16026.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-879a81ce4bb890141c60d24f"",""m-3d125b0f0545f62e1d4dad28"",""m-b7d3a9321839d30b4fca32c4"",""m-cbdf6a8153fd22ff0242fee9"",""m-621e3928a351e7bbd9e11337""]","[""search""]"
False,state_answers,3,state-r2-q000-t010,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-010/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-010/qwen-r2/native-s.request.json']",0,bce563b6541dbb2bf92837b31d67a6b5c78a781ca9a5ae43f443a444b33eded7,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,10,13,2,2.875000089406967,0.9465966747198244,0.0,11186.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-879a81ce4bb890141c60d24f"",""m-3d125b0f0545f62e1d4dad28"",""m-b7d3a9321839d30b4fca32c4"",""m-cbdf6a8153fd22ff0242fee9"",""m-621e3928a351e7bbd9e11337""]","[""read""]"
False,state_answers,3,state-r2-q000-t011,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-011/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-011/qwen-r2/native-s.request.json']",0,0fb93da3d997f66927a3b33d6e45bc0a6a2db261701d18d50824e7453b9e49e7,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,11,13,2,2.249999932944774,0.9046505293168444,0.0,16678.0,5,0.0,0.0,0.0,1.0,True,,,,,,,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-879a81ce4bb890141c60d24f"",""m-3d125b0f0545f62e1d4dad28"",""m-b7d3a9321839d30b4fca32c4"",""m-cbdf6a8153fd22ff0242fee9"",""m-621e3928a351e7bbd9e11337"",""m-6fd0269b08ed390fee96395f""]","[""search""]"
False,state_answers,3,state-r2-q000-t012,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-012/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-012/qwen-r2/native-s.request.json']",0,8ac0653688736f961fca4303058371ce97982af019f1165b44a6bc76dbb5faf2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,12,13,2,2.6250000298023224,0.9324533107374444,1.043081283569336e-07,12247.0,5,0.0,0.0,0.0,1.0,True,,,,,,,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-879a81ce4bb890141c60d24f"",""m-3d125b0f0545f62e1d4dad28"",""m-b7d3a9321839d30b4fca32c4"",""m-cbdf6a8153fd22ff0242fee9"",""m-621e3928a351e7bbd9e11337"",""m-6fd0269b08ed390fee96395f""]","[""read""]"
False,state_answers,3,state-r2-q000-t013,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-013/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-013/qwen-r2/native-s.request.json']",0,49d6e46c4818bef4d68393c2416e3e6ff175584256bdcb45deb06f54894e8ec8,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,13,13,2,4.4999998435378075,0.9890130556692526,0.0,23348.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-879a81ce4bb890141c60d24f"",""m-3d125b0f0545f62e1d4dad28"",""m-b7d3a9321839d30b4fca32c4"",""m-cbdf6a8153fd22ff0242fee9"",""m-621e3928a351e7bbd9e11337"",""m-6fd0269b08ed390fee96395f""]","[""finish""]"
False,state_answers,3,state-r3-q000-t001,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-001/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-001/qwen-r2/native-s.request.json']",0,f7a85d15a26fba5065b70b91d6d1af367a58c3ddb524159dafae699a9c35121e,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.0,3,1,6,2,-4.812499966239557,0.0080619917982537,-0.1249997518025338,3741.0,5,0.0,0.0,0.0,0.0,True,,,,,,,[],"[""search""]"
False,state_answers,3,state-r3-q000-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-002/qwen-r2/native-s.request.json']",0,fe416d792ec1b04feb87b6a3e9db2afd0027617a96f1c9ddf91239f817fe666f,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.0,3,2,6,2,1.7500000149011612,0.8519528038477825,0.0,8816.0,5,0.0,0.0,0.0,0.0,True,,,,,,,[],"[""read""]"
False,state_answers,3,state-r3-q000-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-003/qwen-r2/native-s.request.json']",0,f1469759e7e16b24aa945dfc6eb99baafeda9f9de8388f86b24a01e6ab156f23,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,3,3,6,2,5.000000101979822,0.9933071497536828,0.0,24323.0,5,0.0,0.0,0.0,2.0,True,,,,,,,"[""m-95bbccbd6a08d16d05369687"",""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1""]","[""search""]"
False,state_answers,3,state-r3-q000-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-004/qwen-r2/native-s.request.json']",0,7fbc5237616843579972115a5b5d01a60a68e2660adb7ab76ece01cba782b945,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,3,4,6,2,2.3125000596046448,0.9099070109242132,-0.1250001043081283,9471.0,5,0.0,0.0,0.0,2.0,True,,,,,,,"[""m-95bbccbd6a08d16d05369687"",""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1""]","[""read""]"
False,state_answers,3,state-r3-q000-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-005/qwen-r2/native-s.request.json']",0,d554643cac20d7f684954be69c543ad353c73552831b758d69826095e6dc3f6e,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1.0,3,5,6,2,3.625000027008354,0.9740426434850707,1.1734664440155029e-07,19791.0,5,0.8,0.8,0.8,1.0,True,,,,,,,"[""m-95bbccbd6a08d16d05369687"",""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-a1a4edfb7fb9ec1bee215e03""]","[""read""]"
False,state_answers,3,state-r3-q000-t006,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-006/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-006/qwen-r2/native-s.request.json']",0,a0d0e81340d46ef3b9be66b1d0d6d214516e27a50501c3f5d628a3d51f0313ef,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1.0,3,6,6,2,5.499999931780621,0.9959298620075718,-1.1874362826347352e-07,14939.0,5,0.8,0.8,0.8,1.0,True,,,,,,,"[""m-95bbccbd6a08d16d05369687"",""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-a1a4edfb7fb9ec1bee215e03"",""m-4629414582d97d69514c4643""]","[""finish""]"
False,state_answers,2,state-r1-q001-t001,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-001/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-001/qwen-r2/native-s.request.json']",1,70f2df2f667b381bc21ea8933276d1e3b8581ed4f8c43d3afb601fb01a228997,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.0,1,1,6,2,-3.750000052154064,0.0229773687391976,0.0,3741.0,5,0.0,0.0,0.0,0.0,True,,,,,,,[],"[""search""]"
False,state_answers,2,state-r1-q001-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-002/qwen-r2/native-s.request.json']",1,d743f716e44cb98cda3714e0cec4e228b9dd43e052b3684b1f3c2b6fbc221e19,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.0,1,2,6,2,2.1874999701976776,0.8991213745668095,-0.1249999552965164,8877.0,5,0.0,0.0,0.0,0.0,True,,,,,,,[],"[""read""]"
False,state_answers,2,state-r1-q001-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-003/qwen-r2/native-s.request.json']",1,85c4b03d3cf8b6a9813f8ceae0527a3a1879139876024248b72301833f62236a,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5,1,3,6,2,0.125,0.5312093733737563,0.0,19424.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""m-1d5745d8b432a6047b4dd936"",""m-3576b8a194151a5c0e81bdc5""]","[""search""]"
False,state_answers,2,state-r1-q001-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-004/qwen-r2/native-s.request.json']",1,0ec9a5a85172b31aeb4b9a63ca39a718d5f32f33cf330905ba73254d96155572,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5,1,4,6,2,3.875000041909516,0.9796676474921346,2.7939677238464355e-08,9462.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""m-1d5745d8b432a6047b4dd936"",""m-3576b8a194151a5c0e81bdc5""]","[""read""]"
False,state_answers,2,state-r1-q001-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-005/qwen-r2/native-s.request.json']",1,63790d36fc66042cdd3e621e3b340cd4777d5c03bbe0d84e97fd580f3c17edb0,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1.0,1,5,6,2,7.62500018402352,0.999512142966951,0.2500000584986992,14961.0,5,0.8,0.8,0.8,0.0,True,,,,,,,"[""m-1d5745d8b432a6047b4dd936"",""m-3576b8a194151a5c0e81bdc5"",""m-0b1100aa2215e071bf08a812""]","[""read""]"
False,state_answers,2,state-r1-q001-t006,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-006/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-006/qwen-r2/native-s.request.json']",1,3e54eb68053471c05d2953daea6fa754460878354964e754c4b3ae885d2cc356,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1.0,1,6,6,2,5.125000232364982,0.9940889325091624,2.7939677238464355e-09,14838.0,5,0.4,0.4,0.4,0.0,True,,,,,,,"[""m-1d5745d8b432a6047b4dd936"",""m-3576b8a194151a5c0e81bdc5"",""m-0b1100aa2215e071bf08a812"",""m-154bcacb92d86a5c9d325b00""]","[""finish""]"
