conflicted,experiment,gold_hops,id,native_original_prefixes,ordinal,original_request_sha256,question_id,r,run,step,trajectory_length,native_n,margin,likelihood,replica_margin_difference,input_tokens,answer_n,official_score,exact_match,f1,fallback_n,complete,mask,order,condition,introduced_hops,parent_state,preview_slots,action,previous_margin,previous_r,previous_action,delta_margin,delta_r,normalized_progress,package_changed,support_gain,sufficiency_rise
False,state_answers,3,state-r2-q000-t009,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-009/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-009/qwen-r2/native-s.request.json']",0,3efbb2dc340641d09602d6f6519efcc3fa79196fa5177adc8c3584ae7267e717,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,9,13,2,2.8749999962747097,0.9465966700118572,0.0,16026.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""search""]",2.624999947845936,0.6666666666666666,"[""read""]",0.2500000484287739,0.0,0.6666666666666666,True,False,True
False,state_answers,3,state-r2-q000-t010,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-010/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-010/qwen-r2/native-s.request.json']",0,bce563b6541dbb2bf92837b31d67a6b5c78a781ca9a5ae43f443a444b33eded7,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,10,13,2,2.875000089406967,0.9465966747198244,0.0,11186.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",2.8749999962747097,0.6666666666666666,"[""search""]",9.313225746154785e-08,0.0,0.75,False,False,True
False,state_answers,3,state-r2-q000-t011,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-011/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-011/qwen-r2/native-s.request.json']",0,0fb93da3d997f66927a3b33d6e45bc0a6a2db261701d18d50824e7453b9e49e7,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,11,13,2,2.249999932944774,0.9046505293168444,0.0,16678.0,5,0.0,0.0,0.0,1.0,True,,,,,,,"[""search""]",2.875000089406967,0.6666666666666666,"[""read""]",-0.625000156462193,0.0,0.8333333333333334,True,False,False
False,state_answers,3,state-r2-q000-t012,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-012/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-012/qwen-r2/native-s.request.json']",0,8ac0653688736f961fca4303058371ce97982af019f1165b44a6bc76dbb5faf2,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,12,13,2,2.6250000298023224,0.9324533107374444,1.043081283569336e-07,12247.0,5,0.0,0.0,0.0,1.0,True,,,,,,,"[""read""]",2.249999932944774,0.6666666666666666,"[""search""]",0.3750000968575482,0.0,0.9166666666666666,False,False,True
False,state_answers,3,state-r2-q000-t013,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-013/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/0b674be0109c/step-013/qwen-r2/native-s.request.json']",0,49d6e46c4818bef4d68393c2416e3e6ff175584256bdcb45deb06f54894e8ec8,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,2,13,13,2,4.4999998435378075,0.9890130556692526,0.0,23348.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""finish""]",2.6250000298023224,0.6666666666666666,"[""read""]",1.874999813735485,0.0,1.0,False,False,True
False,state_answers,3,state-r3-q000-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-002/qwen-r2/native-s.request.json']",0,fe416d792ec1b04feb87b6a3e9db2afd0027617a96f1c9ddf91239f817fe666f,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.0,3,2,6,2,1.7500000149011612,0.8519528038477825,0.0,8816.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-4.812499966239557,0.0,"[""search""]",6.562499981140718,0.0,0.2,False,False,True
False,state_answers,3,state-r3-q000-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-003/qwen-r2/native-s.request.json']",0,f1469759e7e16b24aa945dfc6eb99baafeda9f9de8388f86b24a01e6ab156f23,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,3,3,6,2,5.000000101979822,0.9933071497536828,0.0,24323.0,5,0.0,0.0,0.0,2.0,True,,,,,,,"[""search""]",1.7500000149011612,0.0,"[""read""]",3.2500000870786607,0.6666666666666666,0.4,True,True,True
False,state_answers,3,state-r3-q000-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-004/qwen-r2/native-s.request.json']",0,7fbc5237616843579972115a5b5d01a60a68e2660adb7ab76ece01cba782b945,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,3,4,6,2,2.3125000596046448,0.9099070109242132,-0.1250001043081283,9471.0,5,0.0,0.0,0.0,2.0,True,,,,,,,"[""read""]",5.000000101979822,0.6666666666666666,"[""search""]",-2.687500042375177,0.0,0.6,False,False,False
False,state_answers,3,state-r3-q000-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-005/qwen-r2/native-s.request.json']",0,d554643cac20d7f684954be69c543ad353c73552831b758d69826095e6dc3f6e,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1.0,3,5,6,2,3.625000027008354,0.9740426434850707,1.1734664440155029e-07,19791.0,5,0.8,0.8,0.8,1.0,True,,,,,,,"[""read""]",2.3125000596046448,0.6666666666666666,"[""read""]",1.3124999674037094,0.33333333333333337,0.8,True,True,True
False,state_answers,3,state-r3-q000-t006,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-006/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/0b674be0109c/step-006/qwen-r2/native-s.request.json']",0,a0d0e81340d46ef3b9be66b1d0d6d214516e27a50501c3f5d628a3d51f0313ef,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1.0,3,6,6,2,5.499999931780621,0.9959298620075718,-1.1874362826347352e-07,14939.0,5,0.8,0.8,0.8,1.0,True,,,,,,,"[""finish""]",3.625000027008354,1.0,"[""read""]",1.8749999047722672,0.0,1.0,True,False,True
False,state_answers,2,state-r1-q001-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-002/qwen-r2/native-s.request.json']",1,d743f716e44cb98cda3714e0cec4e228b9dd43e052b3684b1f3c2b6fbc221e19,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.0,1,2,6,2,2.1874999701976776,0.8991213745668095,-0.1249999552965164,8877.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-3.750000052154064,0.0,"[""search""]",5.937500022351742,0.0,0.2,False,False,True
False,state_answers,2,state-r1-q001-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-003/qwen-r2/native-s.request.json']",1,85c4b03d3cf8b6a9813f8ceae0527a3a1879139876024248b72301833f62236a,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5,1,3,6,2,0.125,0.5312093733737563,0.0,19424.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""search""]",2.1874999701976776,0.0,"[""read""]",-2.0624999701976776,0.5,0.4,True,True,False
False,state_answers,2,state-r1-q001-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-004/qwen-r2/native-s.request.json']",1,0ec9a5a85172b31aeb4b9a63ca39a718d5f32f33cf330905ba73254d96155572,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5,1,4,6,2,3.875000041909516,0.9796676474921346,2.7939677238464355e-08,9462.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",0.125,0.5,"[""search""]",3.750000041909516,0.0,0.6,False,False,True
False,state_answers,2,state-r1-q001-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-005/qwen-r2/native-s.request.json']",1,63790d36fc66042cdd3e621e3b340cd4777d5c03bbe0d84e97fd580f3c17edb0,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1.0,1,5,6,2,7.62500018402352,0.999512142966951,0.2500000584986992,14961.0,5,0.8,0.8,0.8,0.0,True,,,,,,,"[""read""]",3.875000041909516,0.5,"[""read""]",3.750000142114004,0.5,0.8,True,True,True
False,state_answers,2,state-r1-q001-t006,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-006/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-006/qwen-r2/native-s.request.json']",1,3e54eb68053471c05d2953daea6fa754460878354964e754c4b3ae885d2cc356,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1.0,1,6,6,2,5.125000232364982,0.9940889325091624,2.7939677238464355e-09,14838.0,5,0.4,0.4,0.4,0.0,True,,,,,,,"[""finish""]",7.62500018402352,1.0,"[""read""]",-2.4999999516585376,0.0,1.0,True,False,False
False,state_answers,2,state-r2-q001-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/12503d7a8a0b/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/12503d7a8a0b/step-002/qwen-r2/native-s.request.json']",1,c36821e403c9daec2a0ad3a5e4b00de77a608d34102a66b9268c86a95b42b610,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.0,2,2,5,2,2.1874999962747097,0.8991213769320517,-0.1250000819563865,8862.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-4.0000002179294825,0.0,"[""search""]",6.187500214204192,0.0,0.25,False,False,True
False,state_answers,2,state-r2-q001-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/12503d7a8a0b/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/12503d7a8a0b/step-003/qwen-r2/native-s.request.json']",1,80afd5afd412ce7126f8c575dc5b8471b2567fc1f06ecc65b91410145bfa6bc5,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5,2,3,5,2,-0.6875,0.334589441253186,0.1250000596046447,19394.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""search""]",2.1874999962747097,0.0,"[""read""]",-2.8749999962747097,0.5,0.5,True,True,False
False,state_answers,2,state-r2-q001-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/12503d7a8a0b/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/12503d7a8a0b/step-004/qwen-r2/native-s.request.json']",1,2501ae66f7b5cfb52812ff23b1e1653451d57de89e60e6d0b9df43666ac9becd,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5,2,4,5,2,2.9999999292194843,0.9525741236248058,0.0,9420.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",-0.6875,0.5,"[""search""]",3.6874999292194843,0.0,0.75,False,False,True
False,state_answers,2,state-r2-q001-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/12503d7a8a0b/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-2-20260912/probes-v2/12503d7a8a0b/step-005/qwen-r2/native-s.request.json']",1,0eb79e3fc530f0c90085b09268200b262e46090626a7cc7c335e60749a7e4a26,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1.0,2,5,5,2,6.625000046333298,0.998674977644098,0.0,19804.0,5,0.6,0.6,0.6,0.0,True,,,,,,,"[""finish""]",2.9999999292194843,0.5,"[""read""]",3.6250001171138138,0.5,1.0,True,True,True
False,state_answers,2,state-r3-q001-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/12503d7a8a0b/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/12503d7a8a0b/step-002/qwen-r2/native-s.request.json']",1,f45c2911d6e4d102d8c24672e9ef4fcc83aea154bbee308734b614cbf2d295e7,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.0,3,2,4,2,1.8749998807907104,0.8670357460591569,0.0,9052.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""search""]",-3.750000052154064,0.0,"[""search""]",5.624999932944775,0.0,0.3333333333333333,False,False,True
False,state_answers,2,state-r3-q001-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/12503d7a8a0b/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-replicate-3-20260912/probes-v2/12503d7a8a0b/step-003/qwen-r2/native-s.request.json']",1,f141b9c9747de4c3017bb5926e701e28fb4e230ad43f462347976fbcc20a55d8,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.0,3,3,4,2,2.749999947845936,0.9399133468805266,0.0,9202.0,5,0.0,0.0,0.0,0.0,True,,,,,,,"[""read""]",1.8749998807907104,0.0,"[""search""]",0.8750000670552254,0.0,0.6666666666666666,False,False,True
