question_id,gold_hops,r,likelihood,margin,official_score,exact_match
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,2,0.0,0.0043649442440464505,-5.437500101048499,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,2,0.5,0.8761969862801806,2.5625000364379957,0.5,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,2,1.0,0.9990334020680978,7.218749972547812,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,4,0.0,0.03569477288243455,-3.4374999185092747,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,4,0.25,0.31784391237218107,-1.0156250009313226,0.2,0.2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,4,0.5,0.6862957057012417,0.9739583381451666,0.6833333333333332,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,4,0.75,0.9505719399406416,3.6015624944120646,0.925,0.925
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,4,1.0,0.9999550476320058,10.781250091337595,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,4,0.0,0.0055655972192210496,-5.1875000081490725,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,4,0.25,0.160095966573862,-3.0468749937717803,0.17500000000000002,0.17500000000000002
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,4,0.5,0.5613051839373769,0.26041667473812896,0.6333333333333333,0.6166666666666667
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,4,0.75,0.9341899391655405,3.1093750681029633,0.875,0.875
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,4,1.0,0.9999125254508248,9.374999707088136,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,3,0.0,0.0026777000544619,-5.937499848078005,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,3,0.3333333333333333,0.3501751367545876,-0.7291666939854622,0.26666666666666666,0.26666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,3,0.6666666666666666,0.8779958225196872,2.19791666433836,0.6,0.6
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,3,1.0,0.9997666444959348,9.687499785809678,0.9,0.9
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,2,0.0,0.0022488527123915502,-6.187499955907697,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,2,0.5,0.550075263171142,0.2499999850988388,0.5,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,2,1.0,0.999311813637126,7.281249985855538,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,3,0.0,0.2122566718729539,-1.3125000521540642,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,3,0.3333333333333333,0.36179266383575165,-0.7395833296080431,0.2333333333333333,0.2333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,3,0.6666666666666666,0.8613477571945677,2.3437499857197204,0.6666666666666666,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,3,1.0,0.9994136005475713,9.687499809025212,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,4,0.0,0.01745056113217225,-4.031250031432137,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,4,0.25,0.3156810296837759,-1.7890625029685907,0.05,0.05
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,4,0.5,0.641299247748857,0.5052083660072336,0.2333333333333333,0.2333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,4,0.75,0.8919310088118021,3.453124951571226,0.75,0.75
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,4,1.0,0.9988162877753505,6.843750094340066,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,2,0.0,0.0080773634466587,-4.812499988358468,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,2,0.5,0.609466503805271,0.6874999720603228,0.1,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,2,1.0,0.999985796393626,11.312499791567689,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,4,0.0,0.00596328195835835,-5.281250098487362,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,4,0.25,0.2297555512961956,-2.3749999848369043,0.025,0.025
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,4,0.5,0.6116770098974921,0.6406250099341074,0.45,0.45
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,4,0.75,0.922600333162848,3.5156250107756932,0.75,0.75
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,4,1.0,0.9999651147075356,10.34375000088312,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,4,0.0,0.022977367735630798,-3.7500000968575478,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,4,0.25,0.2666235504577616,-1.7734374748542905,0.575,0.575
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,4,0.5,0.6815873848966342,1.0677083316259086,0.8833333333333333,0.8833333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,4,0.75,0.9353123239853285,3.5234374843130354,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,4,1.0,0.9995244425905812,8.562500151676431,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,2,0.0,0.01565964866709,-4.187499972293153,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,2,0.5,0.6750214448658816,1.124999980442226,0.35000000000000003,0.35000000000000003
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,2,1.0,0.9997356876626864,8.625000025880581,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,4,0.0,0.0398106929708701,-3.406250011175871,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,4,0.25,0.24113536546432382,-2.109374985215254,0.225,0.225
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,4,0.5,0.5965720668501729,0.8281250088475645,0.7666666666666666,0.7666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,4,0.75,0.9274895371766523,4.390625027423084,0.975,0.975
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,4,1.0,0.9998643815328265,9.437499927234057,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,2,0.0,0.7051186265494298,0.8749999403953552,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,2,0.5,0.8614809908230835,2.5156249944120646,0.55,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,2,1.0,0.99963674294754,7.937500130137778,1.0,0.9
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,2,0.0,0.18965700375049685,-1.6250000372529032,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,2,0.5,0.9224918579620156,3.640625033294782,0.5,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,2,1.0,0.9998438380990324,8.812500282539986,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,3,0.0,0.00298680498548115,-5.812499970314093,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,3,0.3333333333333333,0.27673494650554814,-1.9791666860692203,0.26666666666666666,0.26666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,3,0.6666666666666666,0.8664482818102481,2.000000008071462,0.39999999999999997,0.39999999999999997
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,3,1.0,0.9996536997132621,8.18750026388443,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,4,0.0,0.0049148493304893,-5.312499912222847,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,4,0.25,0.12949966961193604,-3.062500060070306,0.05,0.05
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,4,0.5,0.5395279438695241,0.10937501823840041,0.43333333333333335,0.43333333333333335
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,4,0.75,0.9292420948552378,4.1249999892752385,0.75,0.75
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,4,1.0,0.9999013467629365,9.781250158106559,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,2,0.0,0.5774215504199338,0.3125,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,2,0.5,0.9583801674664234,3.1406249878928065,0.4,0.4
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,2,1.0,0.9998263003108102,8.999999963518349,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,2,0.0,0.05389056348631375,-3.3124999022111297,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,2,0.5,0.7395340620274135,1.9374999958090484,0.9,0.9
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,2,1.0,0.9999740820309918,10.562499881189979,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,3,0.0,0.01196297745980535,-4.750000014901161,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,3,0.3333333333333333,0.46281596365653327,-0.17708333084980646,0.6,0.6
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,3,0.6666666666666666,0.9155049022423998,2.5729166604578495,0.7666666666666666,0.7666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,3,1.0,0.9999867621003395,12.437499851213431,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,3,0.0,0.00647991337636525,-5.2499999649007805,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,3,0.3333333333333333,0.2987720366988729,-1.5104166782305886,0.3333333333333333,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,3,0.6666666666666666,0.8636082767385559,1.968749980442226,0.6666666666666666,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,3,1.0,0.9999083041282903,9.906249977985226,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,3,0.0,0.0046095721088662,-5.3750000153668225,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,3,0.3333333333333333,0.6655807633153922,0.9583334003885587,0.3333333333333333,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,3,0.6666666666666666,0.9741268932092785,4.187499938687931,0.6666666666666666,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,3,1.0,0.9999813269555459,11.187499761884737,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,3,0.0,0.00263677501008475,-5.937500018393621,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,3,0.3333333333333333,0.3752525758794482,-1.2291666550251346,0.3666666666666667,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,3,0.6666666666666666,0.8348568161522764,2.3020833455957472,0.6666666666666666,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,3,1.0,0.9994138792148278,7.62499981192741,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,3,0.0,0.0034027581393565997,-5.687500017753337,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,3,0.3333333333333333,0.24935270076249316,-2.218750012340024,0.2333333333333333,0.2333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,3,0.6666666666666666,0.8557452905225386,2.6874999877375862,0.6666666666666666,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,3,1.0,0.9996209339449411,9.999999846816536,1.0,1.0
