conflicted,experiment,gold_hops,id,native_original_prefixes,ordinal,original_request_sha256,question_id,r,run,step,trajectory_length,native_n,margin,likelihood,replica_margin_difference,input_tokens,answer_n,official_score,exact_match,f1,fallback_n,complete,mask,order,condition,introduced_hops,parent_state,preview_slots
False,state_answers,2,state-r1-q001-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-003/qwen-r2/native-s.request.json']",1,85c4b03d3cf8b6a9813f8ceae0527a3a1879139876024248b72301833f62236a,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5,1,3,6,2,0.125,0.5312093733737563,0.0,19424.0,5,0.0,0.0,0.0,0,True,,,,,,
False,state_answers,2,state-r1-q001-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-004/qwen-r2/native-s.request.json']",1,0ec9a5a85172b31aeb4b9a63ca39a718d5f32f33cf330905ba73254d96155572,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5,1,4,6,2,3.875000041909516,0.9796676474921346,2.7939677238464355e-08,9462.0,5,0.0,0.0,0.0,0,True,,,,,,
False,state_answers,2,state-r1-q001-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-005/qwen-r2/native-s.request.json']",1,63790d36fc66042cdd3e621e3b340cd4777d5c03bbe0d84e97fd580f3c17edb0,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1.0,1,5,6,2,7.62500018402352,0.999512142966951,0.2500000584986992,14961.0,5,0.8,0.8,0.8,0,True,,,,,,
False,state_answers,2,state-r1-q001-t006,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-006/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/12503d7a8a0b/step-006/qwen-r2/native-s.request.json']",1,3e54eb68053471c05d2953daea6fa754460878354964e754c4b3ae885d2cc356,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1.0,1,6,6,2,5.125000232364982,0.9940889325091624,2.7939677238464355e-09,14838.0,5,0.4,0.4,0.4,0,True,,,,,,
True,state_answers,4,state-r1-q002-t001,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-001/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-001/qwen-r2/native-s.request.json']",2,395053a07713c447a04c4195bee8f401dd3c7a51f555f3adcda8c42251903299,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.0,1,1,7,2,-3.875000100582838,0.020332351339154456,0.0,3750.0,5,0.0,0.0,0.0,0,True,,,,,,
True,state_answers,4,state-r1-q002-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-002/qwen-r2/native-s.request.json']",2,586cd2d3b8755bd963a6b41717de0b7a427711a9c044a6cf151ce6d1f9da3b71,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.0,1,2,7,2,-0.5624999850988388,0.36296920896510143,0.12499997019767761,8940.0,5,0.0,0.0,0.0,0,True,,,,,,
True,state_answers,4,state-r1-q002-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-003/qwen-r2/native-s.request.json']",2,a63cd38a9bdf94805b210d1f2d7b7f640b34a02becb176b5ce41c595a485efb6,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.0,1,3,7,2,0.25,0.5621765008857981,0.0,9347.0,5,0.0,0.0,0.0,0,True,,,,,,
True,state_answers,4,state-r1-q002-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-004/qwen-r2/native-s.request.json']",2,7ed2bd4c5c71db88c2d5c915a0d31f38eac12d13bf3c05f4588b1fea12c3dc7b,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.0,1,4,7,2,0.25,0.5621765008857981,0.25,9587.0,5,0.0,0.0,0.0,0,True,,,,,,
True,state_answers,4,state-r1-q002-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-005/qwen-r2/native-s.request.json']",2,fc9a02b51edb405da4069517f951a50e57a370141e57aac339b2803b222d63c9,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.25,1,5,7,2,3.5000000167638063,0.9706877697256245,1.6763806343078613e-07,19459.0,5,0.0,0.0,0.0,0,True,,,,,,
True,state_answers,4,state-r1-q002-t006,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-006/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-006/qwen-r2/native-s.request.json']",2,4d583ee426ffa37911e48bfec740cb346ab9d3e83a534a71f28f10d460aadb45,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.25,1,6,7,2,3.1874999534338713,0.960361159126369,-0.1250000260770321,9985.0,5,0.0,0.0,0.0,0,True,,,,,,
True,state_answers,4,state-r1-q002-t007,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-007/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/8b8614ecc389/step-007/qwen-r2/native-s.request.json']",2,9cf5ec4899c9144fa2bdccd99d6ff7793ad2459c3c489018ddc7c340d139aef4,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.25,1,7,7,2,4.562499876134098,0.9896718462146017,-0.12499998696148396,20086.0,5,0.0,0.0,0.0,0,True,,,,,,
False,state_answers,2,state-r1-q003-t001,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/d6ebb6cd7c8c/step-001/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/d6ebb6cd7c8c/step-001/qwen-r2/native-s.request.json']",3,ad9c265dce49743eef704fcf6277b217b65ebf55519e1891f60fb2b706611c07,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,0.0,1,1,3,2,-4.375000060535967,0.01243165010997942,0.0,3742.0,5,0.0,0.0,0.0,1,True,,,,,,
False,state_answers,2,state-r1-q003-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/d6ebb6cd7c8c/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/d6ebb6cd7c8c/step-002/qwen-r2/native-s.request.json']",3,60348f2932521648ba1fd49402293cae1e4b0ab7c3474730337c5ae9039bf27d,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,0.0,1,2,3,2,3.312500035390258,0.9648551547992792,0.12499995157122612,8953.0,5,0.0,0.0,0.0,0,True,,,,,,
False,state_answers,2,state-r1-q003-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/d6ebb6cd7c8c/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/d6ebb6cd7c8c/step-003/qwen-r2/native-s.request.json']",3,8325206a577589c3bd6e51784c705147b16eb9f032b4a243caafb9c345492395,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,0.5,1,3,3,2,5.874999905703589,0.9971990727695015,0.0,13971.0,5,0.0,0.0,0.0,0,True,,,,,,
True,state_answers,2,state-r1-q004-t001,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/750d66a54be2/step-001/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/750d66a54be2/step-001/qwen-r2/native-s.request.json']",4,7a3d847dcaa97a4d66d0a3a0e3389babca8efc085a028cb658c99450a831df2a,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,0.0,1,1,5,2,-4.249999784864485,0.014063630026280721,0.0,3742.0,5,0.0,0.0,0.0,0,True,,,,,,
True,state_answers,2,state-r1-q004-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/750d66a54be2/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/750d66a54be2/step-002/qwen-r2/native-s.request.json']",4,65c08cf10bdcaa2844d2c78307c64a4ff2c1ac71937fbc18cb3edf48a94c9293,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,0.0,1,2,5,2,-1.0624999701976776,0.25683199707586785,0.12499994039535522,9047.0,5,0.0,0.0,0.0,0,True,,,,,,
True,state_answers,2,state-r1-q004-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/750d66a54be2/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/750d66a54be2/step-003/qwen-r2/native-s.request.json']",4,33c864d706a13af91af634a8abf06fe3c12e3ec1d1a78544a00c5f79d1ee1aee,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,0.0,1,3,5,2,2.8749999832361937,0.9465966693527416,-3.725290298461914e-09,18701.0,5,0.0,0.0,0.0,0,True,,,,,,
True,state_answers,2,state-r1-q004-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/750d66a54be2/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/750d66a54be2/step-004/qwen-r2/native-s.request.json']",4,37c6b66abb1a9a94bfc1549e2fc376641582827fb48c806ef548fd68d8b18448,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,0.0,1,4,5,2,3.2500000074505806,0.9626731129235966,-0.25000012665987015,9218.0,5,0.0,0.0,0.0,0,True,,,,,,
True,state_answers,2,state-r1-q004-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/750d66a54be2/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/750d66a54be2/step-005/qwen-r2/native-s.request.json']",4,e29ec57c75b2e548e3de2f3e914ba1be2af18c06090d15b624a80db09bc5748f,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,1.0,1,5,5,2,4.875000050989911,0.9924227591155743,-1.2898817658424377e-07,19895.0,5,1.0,1.0,1.0,0,True,,,,,,
False,state_answers,4,state-r1-q005-t001,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-001/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-001/qwen-r2/native-s.request.json']",5,40cea40dd018fc4720580f7628adaf1d81efc50389995dc8f7dfeaad40be49ec,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,0.0,1,1,8,2,-4.8124998298007995,0.00806199288935405,0.12499992968514562,3748.0,5,0.0,0.0,0.0,0,True,,,,,,
False,state_answers,4,state-r1-q005-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-002/qwen-r2/native-s.request.json']",5,7f831cfea9f7649f58a3c721cebfc65d4ee31129038e97ca3efab4cfcb009efc,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,0.0,1,2,8,2,-0.5625,0.3629692055196168,0.125,8817.0,5,0.0,0.0,0.0,0,True,,,,,,
False,state_answers,4,state-r1-q005-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-003/qwen-r2/native-s.request.json']",5,ab523df09377c5cddf06198b0148e8245c3dd9bd01a32b90b7cf7cb8dcf30bfe,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,0.25,1,3,8,2,0.375,0.5926665999540697,0.0,14034.0,5,0.0,0.0,0.0,0,True,,,,,,
False,state_answers,4,state-r1-q005-t004,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-004/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-004/qwen-r2/native-s.request.json']",5,3ec9588d2291b108c777085552aecf4ee37e811d3f08d66c3fd555b39ee03bc8,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,0.25,1,4,8,2,0.5000000149011612,0.6224593347036828,2.9802322387695312e-08,9321.0,5,0.0,0.0,0.0,0,True,,,,,,
False,state_answers,4,state-r1-q005-t005,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-005/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-005/qwen-r2/native-s.request.json']",5,5ad3ee864f73d09514c355970dca0a6e3db1f41197e92fdd52e9f6c1067afac7,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,0.25,1,5,8,2,0.75,0.679178699175393,-5.960464477539063e-08,9646.0,5,0.0,0.0,0.0,0,True,,,,,,
False,state_answers,4,state-r1-q005-t006,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-006/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-006/qwen-r2/native-s.request.json']",5,ac0e067df05e9600644faa92617e81da325fa178d574e152e42dc3a868e8fe9b,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,1.0,1,6,8,2,3.499999998137355,0.9706877691956457,-1.4901161193847656e-08,24903.0,5,1.0,1.0,1.0,0,True,,,,,,
False,state_answers,4,state-r1-q005-t007,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-007/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-007/qwen-r2/native-s.request.json']",5,773a74c3771d6f05244e50bc4ebfeeeec0b0ee4b56123e48669115afee0acf30,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,1.0,1,7,8,2,3.562500006519258,0.9724147179480848,-0.1250001061707735,10070.0,5,1.0,1.0,1.0,0,True,,,,,,
False,state_answers,4,state-r1-q005-t008,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-008/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/b53000de5723/step-008/qwen-r2/native-s.request.json']",5,45b1d4a3df511ad48430af59c400fe09ef2a88e7de085928f2966709f6930994,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,1.0,1,8,8,2,3.812499930150807,0.9783846657601738,-0.12499999068677425,15501.0,5,1.0,1.0,1.0,0,True,,,,,,
False,state_answers,2,state-r1-q006-t001,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/98b5ed089e36/step-001/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/98b5ed089e36/step-001/qwen-r2/native-s.request.json']",6,726051dcd97fafacf9589ee0802dffaaf98454e0042fe9d1e51d921ce350246a,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,0.0,1,1,3,2,-3.437500001862645,0.03114383047857521,-0.12500019744038582,3741.0,5,0.0,0.0,0.0,1,True,,,,,,
False,state_answers,2,state-r1-q006-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/98b5ed089e36/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/98b5ed089e36/step-002/qwen-r2/native-s.request.json']",6,11e6e4ff9c9e9f1269c1bb17e5818747a5bc31549ced7e8c4a9195c5d55e6445,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,0.0,1,2,3,2,3.250000024214387,0.9626731135259805,-0.25000010058283806,9025.0,5,0.0,0.0,0.0,0,True,,,,,,
False,state_answers,2,state-r1-q006-t003,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/98b5ed089e36/step-003/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/98b5ed089e36/step-003/qwen-r2/native-s.request.json']",6,fc4064b9c7e46704113f77d399b44cc5b6737badd10ec38df2dc6ccf1a48962c,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,1.0,1,3,3,2,8.562499959130946,0.9998088956763136,-0.12500035295670386,24169.0,5,0.4,0.4,0.4,0,True,,,,,,
False,state_answers,4,state-r1-q007-t001,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/681dc174c5f9/step-001/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/681dc174c5f9/step-001/qwen-r2/native-s.request.json']",7,333f2ddcc18c8836ae99f5c66b77390e8947c68429498e00832560861b128097,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,0.0,1,1,23,2,-4.499999982304871,0.010986942822872516,0.24999998696148396,3750.0,5,0.0,0.0,0.0,1,True,,,,,,
False,state_answers,4,state-r1-q007-t002,"['/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/681dc174c5f9/step-002/qwen-r1/native-s.request.json', '/data/zhaogangyi/picorer-eval/qwen36-v100-sufficiency-dynamics-20260912/probes-v2/681dc174c5f9/step-002/qwen-r2/native-s.request.json']",7,5febdf69334a120cb18af950c455de23be50e23677ed76a8e18aaa5fd03ed344,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,0.0,1,2,23,2,-2.687499964609742,0.06371499636318513,-0.12500009313225746,9128.0,5,0.0,0.0,0.0,0,True,,,,,,
