unit,experiment,question_id,sample,replica,seed,prediction,exact_match,f1,official_score,substring_exact_match,fallback,prompt_tokens,completion_tokens
state-r1-q000-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,1,1178598623,"

United States of America",0.0,0.0,0.0,0.0,False,5504,1736
state-r1-q000-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,4,0,2139792454,"

United States of America",0.0,0.0,0.0,0.0,False,5504,2683
state-r1-q000-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0,0,424706913,"

United States of America",0.0,0.0,0.0,0.0,False,5504,3274
state-r1-q000-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1,1,1088253565,"

United States",0.0,0.0,0.0,0.0,False,5504,2602
state-r1-q000-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,2,0,148968837,"

United States of America",0.0,0.0,0.0,0.0,False,5504,2098
state-r1-q000-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,1,1076211222,"

United States of America",0.0,0.0,0.0,0.0,False,5504,2907
state-r1-q000-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,4,0,1864726747,"

United States of America",0.0,0.0,0.0,0.0,False,5504,2031
state-r1-q000-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0,0,648166318,"

United States of America",0.0,0.0,0.0,0.0,False,5504,4260
state-r1-q000-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1,1,818953956,"

United States of America",0.0,0.0,0.0,0.0,False,5504,3177
state-r1-q000-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,2,0,1646320186,"

United States",0.0,0.0,0.0,0.0,False,5504,3378
state-r1-q000-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,1,1384619649,"

United States",0.0,0.0,0.0,0.0,False,5504,1314
state-r1-q000-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,4,0,1087782296,"

United States of America",0.0,0.0,0.0,0.0,False,5504,2751
state-r1-q000-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0,0,1622844424,"

United States of America",0.0,0.0,0.0,0.0,False,15521,2128
state-r1-q000-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1,1,1914382618,"

United States of America",0.0,0.0,0.0,0.0,False,15521,2011
state-r1-q000-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,2,0,1758475663,"

United States of America",0.0,0.0,0.0,0.0,False,15521,1047
state-r1-q000-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,1,1011854866,"

United States of America",0.0,0.0,0.0,0.0,False,15521,1477
state-r1-q000-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,4,0,1273350963,"

United States of America",0.0,0.0,0.0,0.0,False,15521,1150
state-r1-q000-t007,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0,0,2000704166,"

United States of America",0.0,0.0,0.0,0.0,False,15521,2000
state-r1-q000-t007,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1,1,1624307282,"

United States of America",0.0,0.0,0.0,0.0,False,15521,1245
state-r1-q000-t007,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,2,0,637431953,"

United States of America",0.0,0.0,0.0,0.0,False,15521,1243
state-r1-q000-t007,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,1,1006622269,"

United States of America",0.0,0.0,0.0,0.0,False,15521,1371
state-r1-q000-t007,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,4,0,1927712428,"

United States of America",0.0,0.0,0.0,0.0,False,15521,1668
state-r1-q000-t008,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0,0,1231992420,"

United States of America",0.0,0.0,0.0,0.0,False,15521,1801
state-r1-q000-t008,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1,1,2035465348,"

United States of America",0.0,0.0,0.0,0.0,False,15521,1928
state-r1-q000-t008,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,2,0,1931652238,"

United States of America",0.0,0.0,0.0,0.0,False,15521,1720
state-r1-q000-t008,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,3,1,2049137518,"

United States of America",0.0,0.0,0.0,0.0,False,15521,1233
state-r1-q000-t008,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,4,0,192373606,"

United States of America",0.0,0.0,0.0,0.0,False,15521,1877
state-r1-q001-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0,1,877440166,"

Unknown",0.0,0.0,0.0,0.0,False,244,1159
state-r1-q001-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1,0,1623600102,"

Not available in the provided Archival Memory.",0.0,0.0,0.0,0.0,False,244,1652
state-r1-q001-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,1,1252434491,"

Unknown",0.0,0.0,0.0,0.0,False,244,1752
state-r1-q001-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,3,0,3747157,"

Unknown.",0.0,0.0,0.0,0.0,False,244,1740
state-r1-q001-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,4,1,2012689879,"

I do not have access to the Archival Memory content. Please provide the facts in the Archival Memory so I can answer the question based on the newest fact.",0.0,0.0,0.0,0.0,False,244,39
state-r1-q001-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0,1,427411921,"

Unknown.",0.0,0.0,0.0,0.0,False,244,2332
state-r1-q001-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1,0,699165075,"

Information not provided in the Archival Memory.",0.0,0.0,0.0,0.0,False,244,1597
state-r1-q001-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,1,1378319866,"

Unknown",0.0,0.0,0.0,0.0,False,244,979
state-r1-q001-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,3,0,717298092,"

Not available in the Archival Memory.",0.0,0.0,0.0,0.0,False,244,2055
state-r1-q001-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,4,1,308484400,"

Unknown.",0.0,0.0,0.0,0.0,False,244,1408
state-r1-q001-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0,1,58273612,"

Catholic Church",0.0,0.0,0.0,0.0,False,10581,3445
state-r1-q001-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1,0,1608301744,"

Catholic Church",0.0,0.0,0.0,0.0,False,10581,2798
state-r1-q001-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,1,840147373,"

Catholic Church",0.0,0.0,0.0,0.0,False,10581,2437
state-r1-q001-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,3,0,1229943466,"

Catholic Church",0.0,0.0,0.0,0.0,False,10581,3346
state-r1-q001-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,4,1,703329,"

Catholicism",0.0,0.0,0.0,0.0,False,10581,2996
state-r1-q001-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0,1,981494106,"

Catholic Church",0.0,0.0,0.0,0.0,False,10581,2828
state-r1-q001-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1,0,776636683,"

Catholic Church",0.0,0.0,0.0,0.0,False,10581,2169
state-r1-q001-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,1,1987621140,"

Catholicism",0.0,0.0,0.0,0.0,False,10581,2481
state-r1-q001-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,3,0,446055060,"

Catholic Church",0.0,0.0,0.0,0.0,False,10581,2245
state-r1-q001-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,4,1,1739151648,"

Catholic Church",0.0,0.0,0.0,0.0,False,10581,2456
state-r1-q001-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0,1,1529793267,"

atheism",1.0,1.0,1.0,1.0,False,15890,838
state-r1-q001-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1,0,282310120,"

atheism",1.0,1.0,1.0,1.0,False,15890,1207
state-r1-q001-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,1,391324182,"

atheism",1.0,1.0,1.0,1.0,False,15890,1543
state-r1-q001-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,3,0,1800917317,"

Catholic Church",0.0,0.0,0.0,0.0,False,15890,3293
state-r1-q001-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,4,1,1960519442,"

atheism",1.0,1.0,1.0,1.0,False,15890,2298
state-r1-q001-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0,1,508519229,"

atheism",1.0,1.0,1.0,1.0,False,20915,3373
state-r1-q001-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1,0,1436052223,"

Atheism",1.0,1.0,1.0,1.0,False,20915,2663
state-r1-q001-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,1,1274068880,"

Catholic Church",0.0,0.0,0.0,0.0,False,20915,1947
state-r1-q001-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,3,0,189133834,"

Catholic Church",0.0,0.0,0.0,0.0,False,20915,1944
state-r1-q001-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,4,1,809479692,"

Catholic Church",0.0,0.0,0.0,0.0,False,20915,2926
state-r1-q002-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0,0,2096584388,"

Unknown",0.0,0.0,0.0,0.0,False,253,1625
state-r1-q002-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,1,1,1895637228,"

Unknown",0.0,0.0,0.0,0.0,False,253,2088
state-r1-q002-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,2,0,1170584701,"

Information not available in the Archival Memory.",0.0,0.0,0.0,0.0,False,253,1553
state-r1-q002-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,3,1,594636054,"

None",0.0,0.0,0.0,0.0,False,253,1305
state-r1-q002-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,4,0,1758507760,"

Unknown",0.0,0.0,0.0,0.0,False,253,1246
state-r1-q002-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0,0,1459270956,"

Unknown",0.0,0.0,0.0,0.0,False,253,1964
state-r1-q002-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,1,1,2000057595,"

Unknown",0.0,0.0,0.0,0.0,False,253,1696
state-r1-q002-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,2,0,1273929208,"

None",0.0,0.0,0.0,0.0,False,253,1299
state-r1-q002-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,3,1,96269490,"

Not provided in the Archival Memory.",0.0,0.0,0.0,0.0,False,253,1711
state-r1-q002-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,4,0,291919959,"

Unknown",0.0,0.0,0.0,0.0,False,253,2128
state-r1-q002-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0,0,288688273,"

None",0.0,0.0,0.0,0.0,False,253,2148
state-r1-q002-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,1,1,261058588,"

Europe",0.0,0.0,0.0,0.0,False,253,1930
state-r1-q002-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,2,0,794009899,"

Unknown.",0.0,0.0,0.0,0.0,False,253,2186
state-r1-q002-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,3,1,1274464360,"

Unknown",0.0,0.0,0.0,0.0,False,253,2107
state-r1-q002-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,4,0,1350609731,"

Unknown",0.0,0.0,0.0,0.0,False,253,1473
state-r1-q002-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0,0,1356643006,"

Unknown",0.0,0.0,0.0,0.0,False,253,1877
state-r1-q002-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,1,1,245922418,"

None.",0.0,0.0,0.0,0.0,False,253,2044
state-r1-q002-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,2,0,178717666,"

Unknown",0.0,0.0,0.0,0.0,False,253,1502
state-r1-q002-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,3,1,1889342461,"

None",0.0,0.0,0.0,0.0,False,253,1611
state-r1-q002-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,4,0,332193399,"

Unknown",0.0,0.0,0.0,0.0,False,253,1505
state-r1-q002-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0,0,830733756,"

South America",0.0,0.0,0.0,0.0,False,10238,2682
state-r1-q002-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,1,1,2055338463,"

South America",0.0,0.0,0.0,0.0,False,10238,2834
state-r1-q002-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,2,0,202997449,"

South America",0.0,0.0,0.0,0.0,False,10238,3219
state-r1-q002-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,3,1,1055322633,"

South America",0.0,0.0,0.0,0.0,False,10238,2558
state-r1-q002-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,4,0,881583517,"

South America",0.0,0.0,0.0,0.0,False,10238,2756
state-r1-q002-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0,0,1817961317,"

South America",0.0,0.0,0.0,0.0,False,10238,2391
state-r1-q002-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,1,1,1939550354,"

South America",0.0,0.0,0.0,0.0,False,10238,3829
state-r1-q002-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,2,0,928399660,"

South America",0.0,0.0,0.0,0.0,False,10238,2053
state-r1-q002-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,3,1,564296421,"

South America",0.0,0.0,0.0,0.0,False,10238,3748
state-r1-q002-t006,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,4,0,845802675,"

South America",0.0,0.0,0.0,0.0,False,10238,2792
state-r1-q002-t007,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0,0,403607918,"

Antarctica",0.0,0.0,0.0,0.0,False,20278,2052
state-r1-q002-t007,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,1,1,1142002834,"

Antarctica",0.0,0.0,0.0,0.0,False,20278,2083
state-r1-q002-t007,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,2,0,1187673446,"

Antarctica",0.0,0.0,0.0,0.0,False,20278,2740
state-r1-q002-t007,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,3,1,364917886,"

Antarctica",0.0,0.0,0.0,0.0,False,20278,2047
state-r1-q002-t007,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,4,0,1337349133,"

Antarctica",0.0,0.0,0.0,0.0,False,20278,2131
state-r1-q003-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,0,1,703589059,"

Unknown.",0.0,0.0,0.0,0.0,False,245,1690
state-r1-q003-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,1,0,937136068,"

Unknown.",0.0,0.0,0.0,0.0,False,245,1408
state-r1-q003-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,2,1,1945939155,"

Unknown",0.0,0.0,0.0,0.0,False,245,1579
state-r1-q003-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,3,0,531684606,I cannot answer this question because the Archival Memory provided is empty.,0.0,0.0,0.0,0.0,True,247,15
state-r1-q003-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,4,1,352762177,"

Unknown",0.0,0.0,0.0,0.0,False,245,2220
state-r1-q003-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,0,1,98907031,"

Not provided in Archival Memory.",0.0,0.0,0.0,0.0,False,245,1564
state-r1-q003-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,1,0,1911625627,"

Unknown",0.0,0.0,0.0,0.0,False,245,1986
state-r1-q003-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,2,1,242223609,"

Unknown",0.0,0.0,0.0,0.0,False,245,1279
state-r1-q003-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,3,0,809357665,"

Not available in the provided Archival Memory.",0.0,0.0,0.0,0.0,False,245,1323
state-r1-q003-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,4,1,1268587173,"

None",0.0,0.0,0.0,0.0,False,245,1343
state-r1-q003-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,0,1,455912676,"

New York City",0.0,0.0,0.0,0.0,False,5256,595
state-r1-q003-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,1,0,1387021233,"

New York City",0.0,0.0,0.0,0.0,False,5256,563
state-r1-q003-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,2,1,782461660,"

New York City",0.0,0.0,0.0,0.0,False,5256,466
state-r1-q003-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,3,0,436033139,"

New York City",0.0,0.0,0.0,0.0,False,5256,649
state-r1-q003-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,4,1,2096868487,"

New York City",0.0,0.0,0.0,0.0,False,5256,401
state-r1-q004-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,0,0,366586208,"

Unknown",0.0,0.0,0.0,0.0,False,245,1530
state-r1-q004-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,1,1,2059980331,"

Not available in the Archival Memory.",0.0,0.0,0.0,0.0,False,245,1809
state-r1-q004-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,2,0,256091790,"

Unknown",0.0,0.0,0.0,0.0,False,245,1609
state-r1-q004-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,3,1,379607028,"

None",0.0,0.0,0.0,0.0,False,245,2124
state-r1-q004-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,4,0,1121924979,"

Unknown",0.0,0.0,0.0,0.0,False,245,1591
state-r1-q004-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,0,0,508337759,"

None",0.0,0.0,0.0,0.0,False,245,1616
state-r1-q004-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,1,1,14002781,"

Not available in Archival Memory.",0.0,0.0,0.0,0.0,False,245,1774
state-r1-q004-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,2,0,1419066667,"

Unknown",0.0,0.0,0.0,0.0,False,245,1026
state-r1-q004-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,3,1,2052625823,"

None",0.0,0.0,0.0,0.0,False,245,1192
state-r1-q004-t002,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,4,0,1448087521,"

Unknown",0.0,0.0,0.0,0.0,False,245,1797
state-r1-q004-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,0,0,399876874,"

Sanskrit",0.0,0.0,0.0,0.0,False,10180,2570
state-r1-q004-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,1,1,695326315,"

Sanskrit",0.0,0.0,0.0,0.0,False,10180,2058
state-r1-q004-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,2,0,742819047,"

Sanskrit",0.0,0.0,0.0,0.0,False,10180,2023
state-r1-q004-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,3,1,1741414951,"

Sanskrit",0.0,0.0,0.0,0.0,False,10180,2659
state-r1-q004-t003,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,4,0,24499196,"

Sanskrit",0.0,0.0,0.0,0.0,False,10180,3478
state-r1-q004-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,0,0,161958020,"

Sanskrit",0.0,0.0,0.0,0.0,False,10180,1755
state-r1-q004-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,1,1,1823233502,"

Sanskrit",0.0,0.0,0.0,0.0,False,10180,2167
state-r1-q004-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,2,0,1325994778,"

Sanskrit",0.0,0.0,0.0,0.0,False,10180,2265
state-r1-q004-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,3,1,1099950542,"

Russian",0.0,0.0,0.0,0.0,False,10180,3059
state-r1-q004-t004,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,4,0,1962072532,"

Sanskrit",0.0,0.0,0.0,0.0,False,10180,1939
state-r1-q004-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,0,0,497016572,"

English",1.0,1.0,1.0,1.0,False,20754,1184
state-r1-q004-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,1,1,2089207325,"

English",1.0,1.0,1.0,1.0,False,20754,1370
state-r1-q004-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,2,0,393319527,"

English",1.0,1.0,1.0,1.0,False,20754,1257
state-r1-q004-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,3,1,15487431,"

English",1.0,1.0,1.0,1.0,False,20754,3346
state-r1-q004-t005,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,4,0,1687342275,"

English",1.0,1.0,1.0,1.0,False,20754,2866
state-r1-q005-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,0,1,652753073,"

Unknown",0.0,0.0,0.0,0.0,False,251,1629
state-r1-q005-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,1,0,1878231833,"

Information not available in the Archival Memory.",0.0,0.0,0.0,0.0,False,251,1138
state-r1-q005-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,2,1,1101809906,"

Unknown",0.0,0.0,0.0,0.0,False,251,1906
state-r1-q005-t001,state_answers,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,3,0,1804986971,"

Unknown",0.0,0.0,0.0,0.0,False,251,1879
