run,question_id,qa_pair_id,question,backbone,thinking_level,primary_no_conflict,match_count,match_method,all_stages_completed,final_official_score,original_prediction,wrap_id,wrap_created_at,log_line,log_sha256,retrieval_status,finish_status,finish_selection_status,successful_finish_count,last_event_is_successful_finish,termination,search_calls,max_search_calls,at_search_cap,tool_errors,trace_event_count,read_call_count,final_evidence_sources,final_evidence_hashes_valid,finish_commit_matches_final_ids,all_read_source_ids_retained,last_read_source_ids_retained,all_read_ranges_retained,last_read_ranges_retained,last_read_precedes_finish,gold_hops,package_hops,package_complete,handoff_hops,handoff_complete,read_tool_output_hops,all_tool_output_hops,handoff_prompt_sha256,handoff_bytes
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,factconsolidation_mh_262k_no10,What continent does the place of birth of the chief executive officer of Visual Basic .NET belong to?,qwen3.6-27b,low,False,1,query_user_model_operator_metadata_exact_prompt,True,0.0,Africa,6c551427-c4f9-4689-a8ea-790381833aa6,2026-09-11T08:54:08.914Z,767,30d2e4af1b7d9fe6dabb9867c476c34a62b16f4747b625fb91fd42b8aa2ee7bc,insufficient,insufficient,insufficient,1,True,explicit_finish,8,8,True,4,20,7,24,True,True,True,True,True,True,True,4,"[1, 2, 3, 4]",True,"[1, 2, 3, 4]",True,"[1, 2, 3, 4]","[1, 2, 3, 4]",1d855bbc4016af993784cd3803a75d049fedcceffc541e3195368628febb5f38,412552
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,factconsolidation_mh_262k_no11,Where was the person who created the religion that Giulio Alberoni was associated with born?,qwen3.6-27b,low,False,1,query_user_model_operator_metadata,True,0.0,York,9815db33-5a4e-4293-9a11-226af2d7f92f,2026-09-11T05:13:56.690Z,8,3c6ed123b5498090dd831e973cb8334b9c247fed6c8124e832f9629a08569891,sufficient,sufficient,sufficient,1,True,explicit_finish,8,8,True,0,11,2,4,True,True,True,True,True,True,True,3,[],False,[],False,[],[1],0a9ebfc7c7073701eef72ef5affff90f2251d96392b10191e8e7fc443acdf104,70811
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,factconsolidation_mh_262k_no12,"What is the location of the head office of the broadcaster that originally aired ""Adventures in Paradise""?",qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,0.0,WTTW,9be8ffeb-e0f0-457f-81d6-6223d245adea,2026-09-11T05:12:30.514Z,5,7b5e030e52c6a26d6294f97e670886ae22cc2fb8cb2bbdf6d4dd43b8d548a0da,sufficient,sufficient,sufficient,1,True,explicit_finish,6,8,False,0,8,1,1,True,True,True,True,True,True,True,2,[1],False,[1],False,[1],"[1, 2]",3c702f48ff57c60c13ae5b2f26c3eaa8763b53383a9f9bc0d22ee55e2a23c1f1,18116
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,factconsolidation_mh_262k_no13,What is the notable work of the performer associated with Miley Stewart?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,0.0,Hannah Montana,588c28f2-ce4d-4772-9d27-18330946aa29,2026-09-11T05:12:30.512Z,4,0fbf112195e8b63e1a5f92c5a05ea784b2c514673a592f7afe5dfe5ed4a84654,sufficient,sufficient,sufficient,1,True,explicit_finish,3,8,False,0,5,1,6,True,True,True,True,True,True,True,2,[1],False,[1],False,[1],"[1, 2]",02b96f322500cc4f1e3e4d4c8b0bb2625e3fe2a62a61b488963b5e766b9f13f9,105829
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,factconsolidation_mh_262k_no14,To which continent does Fernando Lugo belong based on his citizenship?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,0.0,Europe,744b6b06-a157-4966-b1d8-2a7590bd00c0,2026-09-11T05:16:04.581Z,15,e5290366140fc47bf0bf3dfd1541cf38315ca3349fa3e620bad01c9fac69f4c8,sufficient,sufficient,sufficient,1,True,explicit_finish,8,8,True,1,12,2,5,True,True,True,True,True,True,True,2,[1],False,[1],False,[1],"[1, 2]",9414972d51108bf852d9fd3650b27db6c3684be1866b9f256a56ebe1dca1837c,86542
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,factconsolidation_mh_262k_no15,What is the place of the headquarters of the educational institution where Stewart Udall received his education?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,1.0,Long Beach,a768cadc-11e4-4d48-98c7-c5f530b755ec,2026-09-11T05:11:49.285Z,2,29479cc52b25af747c404916387f0e04891d3a3d3cfcd4a4ebd179f5f91b7f4c,sufficient,sufficient,sufficient,1,True,explicit_finish,2,8,False,0,5,2,3,True,True,True,True,True,True,True,2,"[1, 2]",True,"[1, 2]",True,"[1, 2]","[1, 2]",e1567bdb921a34de9a7e393763d25dedc86c5c60c40c785f79847bf020b74060,52349
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,factconsolidation_mh_262k_no16,What is the continent of the country of citizenship of the person who founded International Judo Federation?,qwen3.6-27b,low,False,1,query_user_model_operator_metadata,True,1.0,Europe,ad6f14e6-869d-4683-af28-bf443e8d9b63,2026-09-11T05:16:42.764Z,19,ba405284e95726110a992332cf9badba3512dfbae52cf51e4c590102431a48a8,insufficient,insufficient,insufficient,1,True,explicit_finish,8,8,True,4,20,6,21,True,True,True,True,True,True,True,4,[1],False,[1],False,[1],[1],01b803d0ec35808d9129f42ebb39911c7080fd8d523bff96a02c266760a8d79e,352773
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,factconsolidation_mh_262k_no17,In which country was the individual who founded Duquesne University born?,qwen3.6-27b,low,False,1,query_user_model_operator_metadata,True,0.0,United States of America,54294f67-dd10-4806-95ca-a08e0199784e,2026-09-11T05:17:01.480Z,22,4fb696689aa9e0cf78ff775e4a453379cb71371aec481e6a4d1414eaf626d4ac,insufficient,insufficient,insufficient,1,True,explicit_finish,8,8,True,7,21,5,20,True,True,True,True,True,True,True,3,[1],False,[1],False,[],[],c776e56931a5da067939fd95181ebad159f77a141cadfb889a7423286c8b0578,344614
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,factconsolidation_mh_262k_no18,Which city serves as the capital of the country where the manufacturer which created Ford Ranger was founded?,qwen3.6-27b,low,False,1,query_user_model_operator_metadata,True,0.0,Gothenburg,8bc4ad12-3674-4d9b-9130-f9240b58bfd8,2026-09-11T05:20:09.447Z,42,c4c2e945501cc59fd26e9dde6d7f4a66db304b1e6fddca111d430523c72b0a91,insufficient,insufficient,insufficient,1,True,explicit_finish,8,8,True,9,25,7,21,True,True,True,True,True,True,True,4,"[1, 2]",False,"[1, 2]",False,[],[1],2fb369debb006cacbd6d08096926cbd6435a59f477d739ebf0a65833ac5b3b6d,353301
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,factconsolidation_mh_262k_no19,Which city is the capital of the country that created the sport associated with Peter Schmeichel's position?,qwen3.6-27b,low,False,1,query_user_model_operator_metadata,True,0.0,Bangkok,cd0bcb6d-83d6-4a7d-aa79-c85d8fda6493,2026-09-11T05:17:57.414Z,28,a64c3757596aa26f1e9f2e27221c6b244e22e2e460e22a15248aad7dae673fb7,insufficient,insufficient,insufficient,1,True,explicit_finish,8,8,True,4,18,5,14,True,True,True,True,True,True,True,4,"[1, 2, 4]",False,"[1, 2, 4]",False,"[1, 2]","[1, 2]",bf5f588dfa4199289477e8cd6ea27272056c1cf02904e36613822141201300f0,241490
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,factconsolidation_mh_262k_no20,Who holds the title of head of state in the country where the sport that Halifax Town A.F.C. is associated with was originated?,qwen3.6-27b,low,False,1,query_user_model_operator_metadata,True,0.0,Elizabeth II,9a4c3a32-b52d-41a5-a64c-ea8a92c590a9,2026-09-11T05:16:14.299Z,16,dcff47d86f2aa08439513d86decf6c311d2af58500a5205942016092ddbdd799,sufficient,sufficient,sufficient,1,True,explicit_finish,8,8,True,0,10,1,3,True,True,True,True,True,True,True,3,[1],False,[1],False,[1],[1],69cbc476c9a0567b14ce701d446b6082180fdcf1385acd9b5aad3e5cf6e7c42b,53173
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,factconsolidation_mh_262k_no21,Which continent is the country of citizenship of Gustav Vigeland located in?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,1.0,Asia,030fe360-1029-4f18-abd7-ad30976a8b6c,2026-09-11T05:15:21.314Z,11,84b322af0c7d5f3db86436ae972c62f2c720dbbda60a5772a533f8696038a42c,sufficient,sufficient,sufficient,1,True,explicit_finish,4,8,False,0,7,2,2,True,True,True,True,True,True,True,2,"[1, 2]",True,"[1, 2]",True,"[1, 2]","[1, 2]",c75fdf0a5be1923f808f79fca2b8b2b229f97aca888b716ccb46320af7356c53,35039
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,factconsolidation_mh_262k_no22,What is the country of origin of the sport associated with John Beilein's occupation?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,0.0,Italy,325fdda3-bccf-4ef6-ae64-7e84c5a6dc20,2026-09-11T05:16:58.213Z,21,5da8e791f71f5ab4acdc238e377c095fe09df4c5ac9f1c76f991f8722753058a,insufficient,insufficient,insufficient,1,True,explicit_finish,8,8,True,1,13,3,3,True,True,True,True,True,True,True,3,[1],False,[1],False,[1],"[1, 2, 3]",93f85dbb2b79abc2d98e92813f0e202946476dd944fc5abab9af9746538f858d,53022
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,factconsolidation_mh_262k_no23,What is the name of the employer of Lynn Margulis' spouse?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,1.0,British Broadcasting Corporation,8590df9a-0bff-4776-9a92-889f27a9f40d,2026-09-11T05:16:54.447Z,20,8b16904036e682972e2704942445a9ea53ee2eaac20943611281fb5c1b2e0d65,sufficient,sufficient,sufficient,1,True,explicit_finish,7,8,False,0,10,2,3,True,True,True,True,True,True,True,2,"[1, 2]",True,"[1, 2]",True,"[1, 2]","[1, 2]",dcaaa2c37b9f53f440a92d777cdca43f2ef72b5f4caccf1938b0352ee520cfe1,52787
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,factconsolidation_mh_262k_no24,"What kind of sports is Tina Charles into, based on the position she plays in her team?",qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,1.0,American football,cedca800-68e6-4ee9-8d9b-1bb2c19ac821,2026-09-11T05:15:25.931Z,12,c25ece0bf8968cd176f53a1693c54687809ea619c001e916f93b017e30ad7249,sufficient,sufficient,sufficient,1,True,explicit_finish,3,8,False,0,5,1,2,True,True,True,True,True,True,True,2,"[1, 2]",True,"[1, 2]",True,"[1, 2]","[1, 2]",b1a8d53f6657a85a99bb09a4c2bc106086679995296894ee98e8578c687b84b6,35907
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,factconsolidation_mh_262k_no25,"What is the continent of the country where the director / manager of ""Please Please Me"" holds citizenship?",qwen3.6-27b,low,False,1,query_user_model_operator_metadata,True,0.0,Antarctica,ab487acf-d275-49c2-a9c5-db3ae2827c92,2026-09-11T05:17:49.135Z,27,3f8cc51b31fdb39d2a227c40a69de1963438b03aea4dd7b65ed9dbe9f1876b98,sufficient,sufficient,sufficient,1,True,explicit_finish,7,8,False,0,12,4,8,True,True,True,True,True,True,True,4,"[1, 2]",False,"[1, 2]",False,"[1, 2]","[1, 2, 3]",cbbc6a39ce8bcbdeb9e70327fd59667901f2273af210cede0fbf4eeacc2e8f0b,138970
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,factconsolidation_mh_262k_no26,What is the birthplace of the spouse of Bianca Jagger?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,1.0,North Charleston,e2013109-3f30-4f43-b3ac-6b5f06307158,2026-09-11T05:15:50.511Z,14,333842762efcd28ad92aeabef4536832c9a317b6009737add1f2e5336849317f,sufficient,sufficient,sufficient,1,True,explicit_finish,1,8,False,0,3,1,2,True,True,True,True,True,True,True,2,"[1, 2]",True,"[1, 2]",True,"[1, 2]","[1, 2]",28d45aabda4edde4404af2d26b17716c855ac6c65d2eaa46dc1c8b44dafe8ef7,34948
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,factconsolidation_mh_262k_no27,What city served as the capital of the country to which the founder of the sport played in the 2014 World Judo Championships belonged?,qwen3.6-27b,low,False,1,query_user_model_operator_metadata_exact_prompt,True,1.0,New Delhi,2ba35140-ff67-4280-8e1e-339df426d1ee,2026-09-11T09:12:47.000Z,812,55e65b5caf3936dd4d156df7becdd09cf5421c8df520e16e3c3ac2e3678075cd,sufficient,sufficient,sufficient,1,True,explicit_finish,4,8,False,0,7,2,3,True,True,True,True,True,True,True,4,"[1, 4]",False,"[1, 4]",False,[1],[1],46d7e7eeceacb2195bd26e9f5517cb1fce4fcc41d0876ad99dbc0e03bee42070,52353
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,factconsolidation_mh_262k_no28,In which city is the seat of government located in the country where Family Force 5 came from?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,0.0,Jamaica,cfe3e68e-9877-49f4-ac82-452709b67d25,2026-09-11T05:17:29.123Z,25,ae2d48fbd4a11071851b2f4e66c0d4c8e1cd10567f34499c6ffc1ffab53d109c,sufficient,sufficient,sufficient,1,True,explicit_finish,7,8,False,0,11,3,6,True,True,True,True,True,True,True,2,[1],False,[1],False,[],[1],5faa7e2368af3c98f99fdfca21e27f748f4c0d453147fb76c5f10017b291f849,104187
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,factconsolidation_mh_262k_no29,What location was the place of death of the author of Carmilla?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,1.0,New York City,686f89ec-9323-456d-ae8c-30d1968e090e,2026-09-11T05:16:30.590Z,18,4fa4115faf01761764f2f93fdffcc4b4251e0580b062de6c037d8a05b918ede0,sufficient,sufficient,sufficient,1,True,explicit_finish,2,8,False,0,4,1,2,True,True,True,True,True,True,True,2,"[1, 2]",True,"[1, 2]",True,"[1, 2]","[1, 2]",b7172c2f15a8810b44342ee3dc86e154204a1fa77312422ff0788f27f23123d3,35455
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,factconsolidation_mh_262k_no30,From what country does the music genre of Dave Matthews Band originate?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,1.0,Spain,39ec8c35-8b53-4353-95e8-55c307a51129,2026-09-11T05:17:05.958Z,24,7ac8b02d610b8e76cad75cbb61e9a23bd8280fca4d50260235a842b38cd54b38,sufficient,sufficient,sufficient,1,True,explicit_finish,3,8,False,0,6,2,4,True,True,True,True,True,True,True,2,"[1, 2]",True,"[1, 2]",True,"[1, 2]","[1, 2]",0e4d38c927593f4e8b5b231640ddc5992b295f262c772edb3483d6a16c56da6e,60528
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,factconsolidation_mh_262k_no31,Who holds the position of chairperson at the organization where Stephen Greenblatt is employed?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,1.0,Mike Cheston,92c3ca91-7b90-48f0-8245-38bcd35a2a3e,2026-09-11T05:17:02.963Z,23,5d635d192cdc43f6ff4e9514e968cf8b71cce75ac5bfda14c7fa463f38cd46d2,sufficient,sufficient,sufficient,1,True,explicit_finish,2,8,False,0,4,1,2,True,True,True,True,True,True,True,2,"[1, 2]",True,"[1, 2]",True,"[1, 2]","[1, 2]",549f9541712002223a25483bbd5c4ab61a2d3621e09292f328222e1af1de0a2d,35375
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,factconsolidation_mh_262k_no32,What is the language recognized as the official medium of communication in the country where the director/manager of the performer with ID 1 is a citizen?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata_exact_prompt,True,0.0,Japanese,9c49d593-8046-4ff4-85c2-b6d8ae371a9c,2026-09-11T09:24:21.935Z,831,95c11d7520190bb483db06f11cecbee3c8da0da81a84c62f09ecbe38184eb3a4,insufficient,insufficient,insufficient,1,True,explicit_finish,8,8,True,2,21,10,23,True,True,True,True,True,True,True,4,"[1, 3]",False,"[1, 3]",False,[1],[1],d02660cc90e34aca225a886559e5ba26d7aa7dbc0197b62a7e1bb247ec47f16a,397259
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,factconsolidation_mh_262k_no33,Who is responsible for the founding of the religious group that has its roots in the institution where James Michael Curley received his education?,qwen3.6-27b,low,False,1,query_user_model_operator_metadata,True,1.0,Gérard Blitz,5ae2354e-01fb-4aa4-ba30-f7aa323cd85a,2026-09-11T05:19:58.847Z,41,66dd31c9dd77c867bad9d7034d06dbbac64b281fba3c598f9dfbe9b2000c2153,insufficient,insufficient,insufficient,1,True,explicit_finish,8,8,True,3,20,6,18,True,True,True,True,True,True,True,3,"[2, 3]",False,"[2, 3]",False,[3],[3],c5892004e862ca85da70ca55430d2fcc15c8bb61100ed011791e1535cf95c01e,311056
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,factconsolidation_mh_262k_no34,In what city did the individual who established Metz Cathedral have their occupation?,qwen3.6-27b,low,True,1,query_user_model_operator_metadata,True,0.0,New York City,17197cc0-a458-4e2b-bd06-ffee5f059179,2026-09-11T05:20:45.259Z,46,cd371da3d1d32f14d8f5d4fcfe9144b7da179fe510e0fe02fff6dceab73d7bca,insufficient,insufficient,insufficient,1,True,explicit_finish,8,8,True,3,17,5,21,True,True,True,True,True,True,True,3,"[1, 3]",False,"[1, 3]",False,[1],[1],04c6d477aa6d776b89f75594f07176841f7df7a686d68f3abb23dcd7841e0d2a,352529
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,factconsolidation_mh_262k_no35,What is the capital city of the country which Sumie Sakai's sport founder holds citizenship in?,qwen3.6-27b,low,False,1,query_user_model_operator_metadata,True,0.0,Helsinki,3f644b8d-52d5-4a7a-9563-eba1c606fb80,2026-09-11T05:19:08.307Z,35,e7ccd9e6c9ff6482856f39bef3818e33566182f12f43f688e1b459a56a19b457,insufficient,insufficient,insufficient,1,True,explicit_finish,8,8,True,1,11,1,1,True,True,True,True,True,True,True,4,[1],False,[1],False,[1],"[1, 2, 3, 4]",2b9fa6d84d267b93407086601275225e00b5e71d8d939026794f4ab97f148354,18237
rq1_qwen,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,factconsolidation_mh_262k_no36,"What is the name of the city which is the capital of the country where the director/manager of ""Back in the U.S.S.R."" holds citizenship?",qwen3.6-27b,low,False,1,query_user_model_operator_metadata,True,0.0,Belgrade,7eb9cea6-75aa-4e29-88f3-6c9bbe8b2163,2026-09-11T05:18:35.873Z,31,d1a4b596e1381b6dec609d98c308e6fc2dfc596a05fa814964c0d52fcda03705,sufficient,sufficient,sufficient,1,True,explicit_finish,4,8,False,0,10,5,8,True,True,True,True,True,True,True,4,"[1, 2, 3, 4]",True,"[1, 2, 3, 4]",True,"[1, 2, 3, 4]","[1, 2, 3, 4]",c69a5c4c73548fcf0afdaf7f5e68f63dcbbfab8e4c54debfd436a4474b015d7e,139086
