question_id,gold_hops,order,before_condition_id,after_condition_id,before_mask,after_mask,added_hop,before_coverage,after_coverage,completes_coverage,delta_margin,delta_likelihood,delta_answer_accuracy,delta_exact_match,delta_input_tokens
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,0,coverage-q001-o0-m00,coverage-q001-o0-m02,0,2,2,0.0,0.5,False,3.062499995343387,0.08548342204950411,0.8,0.8,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,0,coverage-q001-o0-m01,coverage-q001-o0-m03,1,3,2,0.5,1.0,True,6.249999883439159,0.05996325526874402,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,0,coverage-q001-o0-m02,coverage-q001-o0-m03,2,3,1,0.5,1.0,True,11.312499885301804,0.9097836111429849,0.19999999999999996,0.19999999999999996,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,1,coverage-q001-o1-m00,coverage-q001-o1-m01,0,1,1,0.0,0.5,False,10.312500072002877,0.9791752416113657,0.0,0.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,1,coverage-q001-o1-m00,coverage-q001-o1-m02,0,2,2,0.0,0.5,False,1.6250000217114575,0.0068767629567365,0.6,0.6,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,1,coverage-q001-o1-m01,coverage-q001-o1-m03,1,3,2,0.5,1.0,True,3.937500044616172,0.01874405155131642,0.8,0.8,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,2,1,coverage-q001-o1-m02,coverage-q001-o1-m03,2,3,1,0.5,1.0,True,12.625000094907591,0.9910425302059456,0.20000000000000007,0.20000000000000007,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,0,coverage-q012-o0-m00,coverage-q012-o0-m01,0,1,1,0.0,0.5,False,8.499999995459802,0.9173193665113172,0.0,0.0,3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,0,coverage-q012-o0-m00,coverage-q012-o0-m02,0,2,2,0.0,0.5,False,4.437500040163286,0.16219330248066,0.8,0.8,3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,0,coverage-q012-o0-m01,coverage-q012-o0-m03,1,3,2,0.5,1.0,True,3.999999959662091,0.07875962541869164,1.0,1.0,3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,0,coverage-q012-o0-m02,coverage-q012-o0-m03,2,3,1,0.5,1.0,True,8.062499914958607,0.8338856894493488,0.19999999999999996,0.19999999999999996,3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,1,coverage-q012-o1-m00,coverage-q012-o1-m01,0,1,1,0.0,0.5,False,9.249999951920472,0.9384121680092038,0.0,0.0,3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,1,coverage-q012-o1-m00,coverage-q012-o1-m02,0,2,2,0.0,0.5,False,4.062499935156666,0.0788562859288434,1.0,1.0,3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,1,coverage-q012-o1-m01,coverage-q012-o1-m03,1,3,2,0.5,1.0,True,5.31250016168633,0.059771611007804815,1.0,1.0,3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,1,coverage-q012-o1-m02,coverage-q012-o1-m03,2,3,1,0.5,1.0,True,10.500000178450136,0.9193274930881652,0.0,0.0,3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,0,coverage-q013-o0-m00,coverage-q013-o0-m01,0,1,1,0.0,0.5,False,7.937500244472176,0.9565858719558034,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,0,coverage-q013-o0-m00,coverage-q013-o0-m02,0,2,2,0.0,0.5,False,3.1875001904554665,0.1914850660677197,1.0,1.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,0,coverage-q013-o0-m01,coverage-q013-o0-m03,1,3,2,0.5,1.0,True,6.437499925388694,0.03303121807943621,1.0,1.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,0,coverage-q013-o0-m02,coverage-q013-o0-m03,2,3,1,0.5,1.0,True,11.187499979405404,0.7981320239675198,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,1,coverage-q013-o1-m00,coverage-q013-o1-m01,0,1,1,0.0,0.5,False,6.499999943189323,0.9146696717839485,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,1,coverage-q013-o1-m00,coverage-q013-o1-m02,0,2,2,0.0,0.5,False,2.9999999729916453,0.2857426892457663,0.8,0.8,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,1,coverage-q013-o1-m01,coverage-q013-o1-m03,1,3,2,0.5,1.0,True,5.437499867752194,0.06341903709932417,1.0,1.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,1,coverage-q013-o1-m02,coverage-q013-o1-m03,2,3,1,0.5,1.0,True,8.937499837949872,0.6923460196375064,0.19999999999999996,0.19999999999999996,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,0,coverage-q014-o0-m00,coverage-q014-o0-m01,0,1,1,0.0,0.5,False,11.125000015890691,0.9901277976097155,0.0,0.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,0,coverage-q014-o0-m00,coverage-q014-o0-m02,0,2,2,0.0,0.5,False,3.2499999381252564,0.0428706568504326,0.0,0.0,2.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,0,coverage-q014-o0-m01,coverage-q014-o0-m03,1,3,2,0.5,1.0,True,4.812499920739356,0.007995939204604396,1.0,1.0,2.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,0,coverage-q014-o0-m02,coverage-q014-o0-m03,2,3,1,0.5,1.0,True,12.68749999850479,0.9552530799638873,1.0,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,1,coverage-q014-o1-m00,coverage-q014-o1-m01,0,1,1,0.0,0.5,False,11.750000038795406,0.9905114641414895,0.0,0.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,1,coverage-q014-o1-m00,coverage-q014-o1-m02,0,2,2,0.0,0.5,False,2.125000019703293,0.0066661905869263,0.0,0.0,2.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,1,coverage-q014-o1-m01,coverage-q014-o1-m03,1,3,2,0.5,1.0,True,2.2499998021521606,0.007666433324936439,1.0,1.0,2.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,1,coverage-q014-o1-m02,coverage-q014-o1-m03,2,3,1,0.5,1.0,True,11.874999821244273,0.9915117068794996,1.0,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,0,coverage-q015-o0-m00,coverage-q015-o0-m01,0,1,1,0.0,0.5,False,5.812499886378646,0.8889969685115995,1.0,1.0,3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,0,coverage-q015-o0-m00,coverage-q015-o0-m02,0,2,2,0.0,0.5,False,3.124999951571226,0.5754966789104704,1.0,1.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,0,coverage-q015-o0-m01,coverage-q015-o0-m03,1,3,2,0.5,1.0,True,6.812499961790309,0.035104785419777906,0.0,0.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,0,coverage-q015-o0-m02,coverage-q015-o0-m03,2,3,1,0.5,1.0,True,9.499999896597728,0.348605075020907,0.0,0.0,3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,1,coverage-q015-o1-m00,coverage-q015-o1-m01,0,1,1,0.0,0.5,False,6.93750012665987,0.9393287432873438,1.0,1.0,3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,1,coverage-q015-o1-m00,coverage-q015-o1-m02,0,2,2,0.0,0.5,False,3.8750000977888703,0.589373355941543,1.0,1.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,1,coverage-q015-o1-m01,coverage-q015-o1-m03,1,3,2,0.5,1.0,True,5.437499920313712,0.027461886870088992,0.0,0.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,1,coverage-q015-o1-m02,coverage-q015-o1-m03,2,3,1,0.5,1.0,True,8.499999949184712,0.3774172742158898,0.0,0.0,3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,0,coverage-q021-o0-m00,coverage-q021-o0-m01,0,1,1,0.0,0.5,False,11.00000031129457,0.990834527676061,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,0,coverage-q021-o0-m00,coverage-q021-o0-m02,0,2,2,0.0,0.5,False,5.250000089639798,0.31834868109920417,0.6,0.6,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,0,coverage-q021-o0-m01,coverage-q021-o0-m03,1,3,2,0.5,1.0,True,4.000000129075488,0.00656945482077298,1.0,1.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,0,coverage-q021-o0-m02,coverage-q021-o0-m03,2,3,1,0.5,1.0,True,9.75000035073026,0.6790553013976297,0.4,0.4,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,1,coverage-q021-o1-m00,coverage-q021-o1-m01,0,1,1,0.0,0.5,False,8.62500002561137,0.9723053138326507,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,1,coverage-q021-o1-m00,coverage-q021-o1-m02,0,2,2,0.0,0.5,False,2.499999988824129,0.1644393116876082,0.2,0.2,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,1,coverage-q021-o1-m01,coverage-q021-o1-m03,1,3,2,0.5,1.0,True,2.5000000697909854,0.008904390409084195,1.0,1.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,1,coverage-q021-o1-m02,coverage-q021-o1-m03,2,3,1,0.5,1.0,True,8.625000106578227,0.8167703925541268,0.8,0.8,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0,coverage-q022-o0-m00,coverage-q022-o0-m01,0,1,1,0.0,0.3333333333333333,False,10.12500008288771,0.9873236469562356,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0,coverage-q022-o0-m00,coverage-q022-o0-m02,0,2,2,0.0,0.3333333333333333,False,2.9375001166481525,0.0897945408397906,0.0,0.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0,coverage-q022-o0-m00,coverage-q022-o0-m04,0,4,3,0.0,0.3333333333333333,False,4.312500101746991,0.2886600450094063,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0,coverage-q022-o0-m01,coverage-q022-o0-m03,1,3,2,0.3333333333333333,0.6666666666666666,False,-0.4375000272411853,-0.003865514309005391,0.0,0.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0,coverage-q022-o0-m01,coverage-q022-o0-m05,1,5,3,0.3333333333333333,0.6666666666666666,False,-2.187499994179234,-0.05296522276749005,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0,coverage-q022-o0-m02,coverage-q022-o0-m03,2,3,1,0.3333333333333333,0.6666666666666666,False,6.749999938998371,0.8936635918074396,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0,coverage-q022-o0-m02,coverage-q022-o0-m06,2,6,3,0.3333333333333333,0.6666666666666666,False,3.062499985098839,0.5972925150633325,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0,coverage-q022-o0-m03,coverage-q022-o0-m07,3,7,3,0.6666666666666666,1.0,True,3.0000000373402145,0.010434164643454924,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0,coverage-q022-o0-m04,coverage-q022-o0-m05,4,5,1,0.3333333333333333,0.6666666666666666,False,3.624999986961484,0.6456983791793394,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0,coverage-q022-o0-m04,coverage-q022-o0-m06,4,6,2,0.3333333333333333,0.6666666666666666,False,1.6875,0.39842701089371685,0.0,0.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0,coverage-q022-o0-m05,coverage-q022-o0-m07,5,7,2,0.6666666666666666,1.0,True,4.750000004278263,0.05953387310193958,0.0,0.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0,coverage-q022-o0-m06,coverage-q022-o0-m07,6,7,1,0.6666666666666666,1.0,True,6.687499991239747,0.30680524138756204,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1,coverage-q022-o1-m00,coverage-q022-o1-m01,0,1,1,0.0,0.3333333333333333,False,9.749999894178472,0.9812184296337276,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1,coverage-q022-o1-m00,coverage-q022-o1-m02,0,2,2,0.0,0.3333333333333333,False,3.687499846681021,0.1291397534774106,0.0,0.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1,coverage-q022-o1-m00,coverage-q022-o1-m04,0,4,3,0.0,0.3333333333333333,False,3.4999998653074726,0.10897092176649009,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1,coverage-q022-o1-m01,coverage-q022-o1-m03,1,3,2,0.3333333333333333,0.6666666666666666,False,0.24999986262992024,0.0032698269307079864,0.0,0.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1,coverage-q022-o1-m01,coverage-q022-o1-m05,1,5,3,0.3333333333333333,0.6666666666666666,False,0.1250001103617251,0.0017342662384617347,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1,coverage-q022-o1-m02,coverage-q022-o1-m03,2,3,1,0.3333333333333333,0.6666666666666666,False,6.3124999101273715,0.855348503087025,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1,coverage-q022-o1-m02,coverage-q022-o1-m06,2,6,3,0.3333333333333333,0.6666666666666666,False,2.5625000074505806,0.532446317808215,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1,coverage-q022-o1-m03,coverage-q022-o1-m07,3,7,3,0.6666666666666666,1.0,True,4.125000190906576,0.01149615499111678,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1,coverage-q022-o1-m04,coverage-q022-o1-m05,4,5,1,0.3333333333333333,0.6666666666666666,False,6.375000139232725,0.8739817741056992,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1,coverage-q022-o1-m04,coverage-q022-o1-m06,4,6,2,0.3333333333333333,0.6666666666666666,False,2.749999988824129,0.5526151495191355,0.0,0.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1,coverage-q022-o1-m05,coverage-q022-o1-m07,5,7,2,0.6666666666666666,1.0,True,4.249999943174771,0.013031715683363032,0.0,0.0,-1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,1,coverage-q022-o1-m06,coverage-q022-o1-m07,6,7,1,0.6666666666666666,1.0,True,7.875000093583367,0.33439834026992676,0.0,0.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,0,coverage-q023-o0-m00,coverage-q023-o0-m01,0,1,1,0.0,0.5,False,8.750000113272108,0.8660035339897515,0.0,0.0,2.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,0,coverage-q023-o0-m00,coverage-q023-o0-m02,0,2,2,0.0,0.5,False,3.8750000462168828,0.0463936412017405,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,0,coverage-q023-o0-m01,coverage-q023-o0-m03,1,3,2,0.5,1.0,True,7.624999958585249,0.13288938881693468,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,0,coverage-q023-o0-m02,coverage-q023-o0-m03,2,3,1,0.5,1.0,True,12.500000025640475,0.9524992816049457,0.0,0.0,2.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,1,coverage-q023-o1-m00,coverage-q023-o1-m01,0,1,1,0.0,0.5,False,7.75000003434252,0.7535899590213193,0.0,0.0,2.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,1,coverage-q023-o1-m00,coverage-q023-o1-m02,0,2,2,0.0,0.5,False,2.0625000566942617,0.0090031301108168,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,1,coverage-q023-o1-m01,coverage-q023-o1-m03,1,3,2,0.5,1.0,True,5.87500021699816,0.244173967622337,1.0,1.0,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,1,coverage-q023-o1-m02,coverage-q023-o1-m03,2,3,1,0.5,1.0,True,11.562500194646418,0.9887607965328395,0.0,0.0,2.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,0,coverage-q024-o0-m00,coverage-q024-o0-m01,0,1,1,0.0,0.5,False,10.500000352272764,0.988249833788132,0.8,0.8,-2.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,0,coverage-q024-o0-m00,coverage-q024-o0-m02,0,2,2,0.0,0.5,False,2.6250002859160304,0.0981131206644249,0.2,0.2,-3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,0,coverage-q024-o0-m01,coverage-q024-o0-m03,1,3,2,0.5,1.0,True,4.7499994646768755,0.0031451465782240673,0.19999999999999996,0.19999999999999996,-3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,0,coverage-q024-o0-m02,coverage-q024-o0-m03,2,3,1,0.5,1.0,True,12.624999531033609,0.8932818597019312,0.8,0.8,-2.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,1,coverage-q024-o1-m00,coverage-q024-o1-m01,0,1,1,0.0,0.5,False,11.50000034715049,0.9902530057037252,1.0,1.0,-2.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,1,coverage-q024-o1-m00,coverage-q024-o1-m02,0,2,2,0.0,0.5,False,1.6250000996515155,0.0335102422827394,0.2,0.2,-3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,1,coverage-q024-o1-m01,coverage-q024-o1-m03,1,3,2,0.5,1.0,True,2.1250000349245965,0.0010296879742551779,0.0,0.0,-3.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,1,coverage-q024-o1-m02,coverage-q024-o1-m03,2,3,1,0.5,1.0,True,12.00000028242357,0.957772451395241,0.8,0.8,-2.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,0,coverage-q026-o0-m00,coverage-q026-o0-m01,0,1,1,0.0,0.5,False,7.250000141793862,0.8318899410141966,0.0,0.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,0,coverage-q026-o0-m00,coverage-q026-o0-m02,0,2,2,0.0,0.5,False,1.624999881023541,0.014392603911997199,1.0,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,0,coverage-q026-o0-m01,coverage-q026-o0-m03,1,3,2,0.5,1.0,True,5.624999851570465,0.16380678627937428,1.0,1.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,0,coverage-q026-o0-m02,coverage-q026-o0-m03,2,3,1,0.5,1.0,True,11.250000112340786,0.9813041233815736,0.0,0.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,1,coverage-q026-o1-m00,coverage-q026-o1-m01,0,1,1,0.0,0.5,False,7.37499987334013,0.7751171393594702,0.0,0.0,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,1,coverage-q026-o1-m00,coverage-q026-o1-m02,0,2,2,0.0,0.5,False,3.3749998174607754,0.0579039286787322,1.0,1.0,1.0
