schema_version,gold_definition,question_id,qa_pair_id,question_ordinal,decision_step,decision_state_count,normalized_progress,capture_id,action_tool_names,terminal_trajectory_status,gold_hop_count,covered_hop_count,gold_coverage_r,covered_hop_indices,missing_hop_indices,newly_available_hop_indices,cumulative_read_memory_count,cumulative_read_memory_ids,official_gold_lww_conflicted,final_official_score,final_correct,replica,j_sample_count,j_sufficient_count,j_insufficient_count,j_sufficient_fraction,native_sufficient_likelihood,native_sufficient_logprob,native_insufficient_logprob,native_logit_margin,native_margin_decision
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,factconsolidation_mh_262k_no0,0,6,6,1.0,1789220597022257389-8e85e266b30a49a988c3d6bb595368d2,"[""finish""]",sufficient,3,3,1.0,"[1,2,3]",[],[],5,"[""m-95bbccbd6a08d16d05369687"",""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-a1a4edfb7fb9ec1bee215e03"",""m-4629414582d97d69514c4643""]",False,1.0,True,qwen-r1,101,101,0,1.0,0.9959298622482397,-0.0040803044103085995,-5.504080295562744,5.4999999911524355,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,factconsolidation_mh_262k_no0,0,6,6,1.0,1789220597022257389-8e85e266b30a49a988c3d6bb595368d2,"[""finish""]",sufficient,3,3,1.0,"[1,2,3]",[],[],5,"[""m-95bbccbd6a08d16d05369687"",""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-a1a4edfb7fb9ec1bee215e03"",""m-4629414582d97d69514c4643""]",False,1.0,True,qwen-r2,101,101,0,1.0,0.9959298617669039,-0.004080423153936863,-5.504080295562744,5.499999872408807,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,factconsolidation_mh_262k_no1,1,1,4,0.25,1789220509493437084-d3d6cbd30c204ab79e9161f2fedaca49,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],0,[],False,1.0,True,qwen-r1,101,82,19,0.8118811881188119,0.022977368739197652,-3.773524522781372,-0.023524470627307892,-3.750000052154064,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,factconsolidation_mh_262k_no1,1,1,4,0.25,1789220509493437084-d3d6cbd30c204ab79e9161f2fedaca49,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],0,[],False,1.0,True,qwen-r2,101,80,21,0.7920792079207921,0.022977368739197652,-3.773524522781372,-0.023524470627307892,-3.750000052154064,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,factconsolidation_mh_262k_no1,1,2,4,0.5,1789220517298442890-5326093a11c042a9822dd79a355bcd47,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],0,[],False,1.0,True,qwen-r1,101,101,0,1.0,0.8670357460591569,-0.14269793033599854,-2.017697811126709,1.8749998807907104,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,factconsolidation_mh_262k_no1,1,2,4,0.5,1789220517298442890-5326093a11c042a9822dd79a355bcd47,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],0,[],False,1.0,True,qwen-r2,101,101,0,1.0,0.8670357460591569,-0.14269793033599854,-2.017697811126709,1.8749998807907104,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,factconsolidation_mh_262k_no1,1,3,4,0.75,1789220531856522520-40ea0f146c7c40f6813aaeaa3d0a6567,"[""read""]",sufficient,2,0,0.0,[],"[1,2]",[],0,[],False,1.0,True,qwen-r1,101,101,0,1.0,0.9399133468805266,-0.06202464550733566,-2.8120245933532715,2.749999947845936,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,factconsolidation_mh_262k_no1,1,3,4,0.75,1789220531856522520-40ea0f146c7c40f6813aaeaa3d0a6567,"[""read""]",sufficient,2,0,0.0,[],"[1,2]",[],0,[],False,1.0,True,qwen-r2,101,101,0,1.0,0.9399133468805266,-0.06202464550733566,-2.8120245933532715,2.749999947845936,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,factconsolidation_mh_262k_no1,1,4,4,1.0,1789220558158168878-b7c690e5a2e648f7b39e8bf0c52f22cb,"[""finish""]",sufficient,2,2,1.0,"[1,2]",[],"[1,2]",4,"[""m-1d5745d8b432a6047b4dd936"",""m-154bcacb92d86a5c9d325b00"",""m-3576b8a194151a5c0e81bdc5"",""m-0b1100aa2215e071bf08a812""]",False,1.0,True,qwen-r1,101,101,0,1.0,0.9990889489680417,-0.0009129646932706237,-7.000913143157959,7.000000178464688,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,factconsolidation_mh_262k_no1,1,4,4,1.0,1789220558158168878-b7c690e5a2e648f7b39e8bf0c52f22cb,"[""finish""]",sufficient,2,2,1.0,"[1,2]",[],"[1,2]",4,"[""m-1d5745d8b432a6047b4dd936"",""m-154bcacb92d86a5c9d325b00"",""m-3576b8a194151a5c0e81bdc5"",""m-0b1100aa2215e071bf08a812""]",False,1.0,True,qwen-r2,101,101,0,1.0,0.9989677691465515,-0.0010345588671043515,-6.876034736633301,6.875000177766196,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,1,17,0.058823529411764705,1789220509499495992-26660b263cf14c73a07790d06302adac,"[""search""]",insufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False,qwen-r1,101,93,8,0.9207920792079208,0.020332351339154453,-3.895655393600464,-0.02065529301762581,-3.875000100582838,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,1,17,0.058823529411764705,1789220509499495992-26660b263cf14c73a07790d06302adac,"[""search""]",insufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False,qwen-r2,101,96,5,0.9504950495049505,0.020332351339154453,-3.895655393600464,-0.02065529301762581,-3.875000100582838,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,2,17,0.11764705882352941,1789220517306139286-26cdedeed948431180425babaf9d5f8c,"[""search""]",insufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False,qwen-r1,101,99,2,0.9801980198019802,0.4378234991142019,-0.8260014653205872,-0.5760014653205872,-0.25,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,2,17,0.11764705882352941,1789220517306139286-26cdedeed948431180425babaf9d5f8c,"[""search""]",insufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False,qwen-r2,101,101,0,1.0,0.4378234991142019,-0.8260014653205872,-0.5760014653205872,-0.25,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,3,17,0.17647058823529413,1789220539438713293-6a7610fc22ac48f6be53babea7dc66de,"[""read""]",insufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False,qwen-r1,101,101,0,1.0,0.6791787121629466,-0.3869757056236267,-1.1369757652282715,0.7500000596046448,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,3,17,0.17647058823529413,1789220539438713293-6a7610fc22ac48f6be53babea7dc66de,"[""read""]",insufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False,qwen-r2,101,101,0,1.0,0.7057850402140659,-0.34854215383529663,-1.2235422134399414,0.8750000596046448,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,4,17,0.23529411764705882,1789220569878603576-76370d022c16455294a9a7bb39ded0fc,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],"[1,2,3]",5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r1,101,100,1,0.9900990099009901,0.5,-0.6934123635292053,-0.6934123635292053,0.0,tie
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,4,17,0.23529411764705882,1789220569878603576-76370d022c16455294a9a7bb39ded0fc,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],"[1,2,3]",5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r2,101,99,2,0.9801980198019802,0.5312093733737563,-0.6328935623168945,-0.7578935623168945,0.125,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,5,17,0.29411764705882354,1789220581254298599-38dcfb0ff58f4c0397a442f962ea2a98,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r1,101,101,0,1.0,0.9465966728366375,-0.05493421107530594,-2.92993426322937,2.875000052154064,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,5,17,0.29411764705882354,1789220581254298599-38dcfb0ff58f4c0397a442f962ea2a98,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r2,101,101,0,1.0,0.9525741244662869,-0.048646263778209686,-3.0486462116241455,2.999999947845936,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,6,17,0.35294117647058826,1789220593753130969-3e45ed3bd5764e25adcf06bc0b8e76a2,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r1,101,100,1,0.9900990099009901,0.8519528019683106,-0.16031062602996826,-1.9103106260299683,1.75,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,6,17,0.35294117647058826,1789220593753130969-3e45ed3bd5764e25adcf06bc0b8e76a2,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r2,101,101,0,1.0,0.8519528038477825,-0.16031895577907562,-1.9103189706802368,1.7500000149011612,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,7,17,0.4117647058823529,1789220613480446699-2c61cb05386840e4baaff752dfed7824,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r1,101,97,4,0.9603960396039604,0.2942149783515162,-1.2235839366912842,-0.34858396649360657,-0.8749999701976776,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,7,17,0.4117647058823529,1789220613480446699-2c61cb05386840e4baaff752dfed7824,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r2,101,97,4,0.9603960396039604,0.2942149783515162,-1.223595380783081,-0.34859541058540344,-0.8749999701976776,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,8,17,0.47058823529411764,1789220643053339779-dd410c299b604c1ca4e40370d1e98a06,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r1,101,99,2,0.9801980198019802,0.09534947132582737,-2.3504562377929688,-0.10045631229877472,-2.249999925494194,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,8,17,0.47058823529411764,1789220643053339779-dd410c299b604c1ca4e40370d1e98a06,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r2,101,99,2,0.9801980198019802,0.10669058684467357,-2.2381045818328857,-0.11310450732707977,-2.125000074505806,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,9,17,0.5294117647058824,1789220665394465406-f0fce5dfd04e46e79a17eebb500a9544,"[""search_more""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r1,101,94,7,0.9306930693069307,0.07585818002124356,-2.5790886878967285,-0.07908868789672852,-2.5,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,9,17,0.5294117647058824,1789220665394465406-f0fce5dfd04e46e79a17eebb500a9544,"[""search_more""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r2,101,100,1,0.9900990099009901,0.06754669254743426,-2.695129156112671,-0.07012917846441269,-2.624999977648258,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,10,17,0.5882352941176471,1789220697797930963-2c80eb740f4b4912bdf1d559d8dadcb4,"[""read""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r1,101,101,0,1.0,0.06754669160889748,-2.6951818466186523,-0.07018185406923294,-2.6249999925494194,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,10,17,0.5882352941176471,1789220697797930963-2c80eb740f4b4912bdf1d559d8dadcb4,"[""read""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False,qwen-r2,101,100,1,0.9900990099009901,0.0758581763650499,-2.5791733264923096,-0.07917327433824539,-2.500000052154064,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,11,17,0.6470588235294118,1789220747268541334-5fec3bd83f6d4c12abdbc2f42fbd09ab,"[""read""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],15,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd"",""m-95bbccbd6a08d16d05369687"",""m-154bcacb92d86a5c9d325b00"",""m-d8939565b192098f7742417a"",""m-8e14b81f299884f04aa016ff"",""m-65ddf9819a5ecf5e4656074f"",""m-971985574eb04740c13ad5c1"",""m-b4f7617ddfde634fb0ac7372"",""m-3d125b0f0545f62e1d4dad28"",""m-9114fa7460e0af8f396d5e59"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r1,101,100,1,0.9900990099009901,0.06754669067036073,-2.6951394081115723,-0.07013940066099167,-2.6250000074505806,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,11,17,0.6470588235294118,1789220747268541334-5fec3bd83f6d4c12abdbc2f42fbd09ab,"[""read""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],15,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd"",""m-95bbccbd6a08d16d05369687"",""m-154bcacb92d86a5c9d325b00"",""m-d8939565b192098f7742417a"",""m-8e14b81f299884f04aa016ff"",""m-65ddf9819a5ecf5e4656074f"",""m-971985574eb04740c13ad5c1"",""m-b4f7617ddfde634fb0ac7372"",""m-3d125b0f0545f62e1d4dad28"",""m-9114fa7460e0af8f396d5e59"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False,qwen-r2,101,98,3,0.9702970297029703,0.06754668550840877,-2.695143938064575,-0.07014384865760803,-2.625000089406967,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,12,17,0.7058823529411765,1789221060100610824-1bfc91b4d82e4b1293c7cdb022a12e67,"[""read""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],17,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd"",""m-95bbccbd6a08d16d05369687"",""m-154bcacb92d86a5c9d325b00"",""m-d8939565b192098f7742417a"",""m-8e14b81f299884f04aa016ff"",""m-65ddf9819a5ecf5e4656074f"",""m-971985574eb04740c13ad5c1"",""m-b4f7617ddfde634fb0ac7372"",""m-3d125b0f0545f62e1d4dad28"",""m-9114fa7460e0af8f396d5e59"",""m-e88cdf413fbf8a7ac37bd0fb"",""m-a1a4edfb7fb9ec1bee215e03"",""m-32937397b194ea97822b7885""]",True,0.0,False,qwen-r1,101,68,33,0.6732673267326733,0.04742587788985982,-3.0488574504852295,-0.04885755479335785,-2.9999998956918716,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,12,17,0.7058823529411765,1789221060100610824-1bfc91b4d82e4b1293c7cdb022a12e67,"[""read""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],17,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd"",""m-95bbccbd6a08d16d05369687"",""m-154bcacb92d86a5c9d325b00"",""m-d8939565b192098f7742417a"",""m-8e14b81f299884f04aa016ff"",""m-65ddf9819a5ecf5e4656074f"",""m-971985574eb04740c13ad5c1"",""m-b4f7617ddfde634fb0ac7372"",""m-3d125b0f0545f62e1d4dad28"",""m-9114fa7460e0af8f396d5e59"",""m-e88cdf413fbf8a7ac37bd0fb"",""m-a1a4edfb7fb9ec1bee215e03"",""m-32937397b194ea97822b7885""]",True,0.0,False,qwen-r2,101,76,25,0.7524752475247525,0.04208772371029592,-3.1682064533233643,-0.0432063490152359,-3.1250001043081284,insufficient
